날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-05-28,594.657,564.651,544.604,535.588,538.906,549.41,576.28,575.931,582.018,587.897,613.512,566.66,560.418,578.577,589.716,609.672,639.099,675.665,703.224,728.478,734.421,716.353,694.377,663.393
2024-05-29,622.165,592.222,572.198,560.861,560.501,567.602,576.021,582.526,595.611,597.07,595.244,595.547,580.4,612.298,618.487,617.013,653.107,688.518,714.897,737.291,743.581,722.117,699.37,666.937
2024-05-30,623.428,592.888,569.914,559.724,554.242,557.3,574.834,599.006,647.031,641.14,609.379,589.208,595.406,669.216,642.261,669.78,700.339,720.125,721.577,738.503,731.158,703.589,679.386,648.583
2024-05-31,602.835,569.661,551.24,538.764,539.715,551.089,582.095,626.031,661.319,679.924,701.194,663.847,640.376,632.525,640.549,630.222,644.292,680.417,692.62,709.557,718.488,702.623,684.304,654.877
2024-06-01,615.135,580.99,562.764,547.27,545.871,549.889,553.808,559.341,594.895,610.29,562.09,547.248,528.646,542.556,553.384,552.761,585.405,634.827,667.37,693.281,702.81,686.274,670.616,643.278
2024-06-02,601.988,565.91,552.237,539.818,537.073,541.401,546.35,547.025,549.788,539.982,527.529,510.8,524.967,537.309,550.975,580.204,581.663,629.018,658.075,688.035,701.892,681.356,659.277,626.205
2024-06-03,582.503,552.952,535.614,524.116,525.23,538.177,552.452,572.953,595.666,604.313,602.059,602.181,622.456,628.435,640.805,655.139,681.356,707.03,715.948,735.984,732.592,704.893,678.599,646.525
2024-06-04,604.134,574.127,554.991,541.32,533.409,544.476,562.377,584.194,611.297,621.435,617.204,605.59,586.978,589.255,601.988,632.227,653.802,686.931,706.962,730.424,736.333,714.027,692.497,657.949
2024-06-05,613.307,578.402,555.707,544.883,543.06,551.064,559.951,587.839,616.546,642.233,638.276,632.657,620.381,678.256,685.049,684.463,661.093,691.844,708.838,722.123,717.219,693.372,676.648,644.658
2024-06-06,599.743,566.774,546.226,532.215,530.073,534.923,553.702,574.441,595.115,606.563,633.983,652.352,635.58,634.231,636.305,645.404,658.048,678.215,698.019,711.478,711.168,689.202,668.695,636.757
2024-06-07,593.116,558.851,538.818,527.304,526.007,534.934,557.153,592.354,644.023,648.29,662.076,654.297,650.719,651.435,670.355,690.535,704.795,705.267,717.696,735.389,738.05,710.494,684.587,652.686
2024-06-08,607.207,573.019,547.073,534.539,533.651,537.551,562.986,596.096,629.644,660.768,670.592,673.866,664.335,669.881,668.808,656.774,664.875,689.383,708.572,731.702,728.105,700.781,676.636,645.89
2024-06-09,599.552,567.731,544.318,529.177,528.747,537.499,552.391,569.095,593.947,619.574,650.221,639.358,632.729,606.276,559.288,567.787,604.921,656.082,691.624,712.402,718.224,698.82,672.212,639.449
2024-06-10,594.971,563.836,543.49,529.901,530.218,538.704,555.092,594.923,612.178,632.33,649.168,626.223,614.889,635.978,642.849,658.388,659.294,722.16,745.491,758.887,758.61,727.263,700.971,661.962
2024-06-11,616.985,584.372,561.658,545.621,542.968,551.753,571.213,602.117,636.881,652.185,667.745,667.121,646.792,648.128,685.892,701.404,713.157,729.549,739.418,759.12,760.558,728.848,698.986,662.033
2024-06-12,614.929,578.262,556.749,542.286,540.281,550.376,573.599,601.408,639.854,662.978,674.478,686.687,712.971,744.543,743.415,693.739,712.854,748.937,772.648,790.085,782.759,748.459,712.573,673.716
2024-06-13,624.164,588.191,568.846,553.746,548.982,558.096,588.111,617.743,646.771,670.665,684.373,681.227,676.213,698.162,713.138,726.239,740.298,779.124,803.643,812.617,801.068,764.134,727.649,684.752
2024-06-14,633.679,597.363,574.58,558.081,554.195,563.654,591.951,634.557,682.762,702.912,728.869,731.323,722.498,757.775,780.517,790.004,795.081,808.765,805.919,817.978,810.519,774.914,736.019,697.09
2024-06-15,643.861,608.082,579.821,561.29,553.922,561.881,583.275,604.4,631.349,669.626,690.139,693.795,703.653,704.362,707.342,709.909,744.595,774.605,802.609,805.696,801.896,767.731,736.306,695.999
2024-06-16,643.777,609.238,582.964,565.523,561.079,566.471,583.394,595.509,604.711,628.599,636.53,648.882,645.42,639.622,641.013,665.546,706.433,741.035,767.759,781.516,779.106,746.877,711.643,667.868
2024-06-17,617.952,581.447,558.814,546.156,544.557,555.26,596.382,649.01,716.123,777.086,776.848,748.957,763.264,783.855,766.508,743.122,726.841,742.679,735.665,760.17,761.287,728.563,697.741,663.02
2024-06-18,616.36,580.854,559.754,545.709,541.401,549.159,573.091,601.575,633.218,653.664,657.422,654.06,648.293,671.949,688.309,711.364,741.472,777.837,796.275,802.016,794.534,757.502,721.197,682.905
2024-06-19,635.308,597.356,572.146,555.334,552.62,562.182,586.469,623.002,660.139,691.237,711.156,720.694,748.39,790.611,784.591,772.712,761.196,779.334,787.928,794.71,785.305,747.881,711.886,672.386
2024-06-20,627.105,590.108,565.747,550.939,544.715,549.294,590.264,648.705,720.686,775.549,795.334,807.914,800.548,811.677,802.338,795.793,789.823,793.536,787.631,783.649,776.338,737.483,707.218,668.988
2024-06-21,619.922,586.329,562.648,549.116,547.106,553.089,589.065,650.2,715.969,725.112,745.648,756.158,767.028,795.129,795.867,795.304,791.847,806.957,817.481,828.524,821.612,784.577,751.453,711.7
2024-06-22,663.031,622.956,591.43,572.191,564.044,566.053,593.251,629.595,680.99,730.581,772.729,792.323,795.185,775.358,782.279,785.44,791.975,804.322,811.027,815.339,810.414,778.542,740.961,708.05
2024-06-23,658.14,623.204,595.548,576.306,569.821,573.674,598.483,636.024,666.166,681.85,689.702,696.151,704.29,719.347,733.563,724.691,727.937,752.962,775.272,792.82,789.473,757.628,723.934,682.993
2024-06-24,636.342,601.211,580.011,563.142,559.121,567.046,596.385,658.556,736.388,771.872,779.866,769.728,763.777,770.993,776.089,817.384,828.962,823.561,823.606,835.022,827.013,791.038,753.905,713.578
2024-06-25,660.143,619.57,591.36,572.323,568.999,578.159,611.236,665.95,727.456,765.663,786.28,793.302,776.25,787.762,788.107,774.553,758.085,767.638,770.145,777.585,769.676,738.388,711.881,674.824
2024-06-26,629.916,593.098,568.239,551.599,546.076,550.976,575.276,630.422,694.402,736.928,737.42,713.964,707.81,742.895,708.845,716.051,740.624,757.861,766.532,775.617,768.683,737.321,708.82,676.228
2024-06-27,626.992,592.925,569.738,553.594,548.981,556.308,592.898,651.928,715.759,767.614,791.341,805.643,810.576,815.008,801.261,793.337,790.217,797.624,795.106,799.047,786.293,744.711,710.358,673.721
2024-06-28,629.044,594.28,570.097,556.242,554.496,561.003,594.553,645.864,701.822,752.043,774.764,775.923,788.574,804.114,769.775,781.854,796.899,805.989,803.323,811.517,804.761,770.384,742.762,706.497
2024-06-29,653.896,615.304,588.664,571.725,568.032,571.59,591.498,632.47,682.8,723.472,763.266,780.907,784.426,788.589,783.08,779.999,789.847,806.925,811.801,820.301,812.697,777.183,744.918,708.157
2024-06-30,661.324,626.184,599.574,581.719,578.541,578.915,603.531,642.434,677.766,725.963,770.233,780.871,781.37,780.721,777.652,764.553,771.561,794.564,807.397,814.252,804.733,771.398,734.516,691.893
2024-07-01,642.687,607.897,584.209,569.436,564.657,568.947,600.074,665.504,742.965,810.446,837.058,819.666,812.098,868.769,868.741,853.505,844.671,848.619,853.517,856.611,845.28,799.642,763.046,719.534
2024-07-02,666.777,627.991,600.005,586.356,583.119,594.02,635.655,699.49,779.698,832.679,859.415,868.028,876.462,897.912,907.02,913.031,918.432,927.469,926.13,935.196,917.02,870.082,822.846,771.153
2024-07-03,707.045,664.71,634.374,614.758,610.392,613.964,655.246,722.107,803.956,865.135,875.022,885.528,884.259,887.267,888.251,894.653,913.144,941.253,951.429,952.805,931.761,884.994,832.875,776.477
2024-07-04,712.691,663.91,631.9,612.109,605.85,614.402,651.795,715.191,786.542,834.827,857.91,860.675,863.803,887.394,896.261,896.425,919.348,958.301,969.898,967.362,950.503,901.595,848.828,788.856
2024-07-05,724.087,681.058,644.336,627.249,620.283,632.106,674.141,735.673,813.591,879.796,898.214,894.875,884.168,907.869,923.781,942.165,971.624,999.785,1002.957,992.489,967.367,915.124,863.996,806.3
2024-07-06,742.59,693.657,656.596,632.615,622.567,627.903,650.364,682.518,736.465,778.039,818.044,837.174,837.264,854.806,871.416,879.778,898.807,929.702,949.813,955.011,942.682,905.173,855.41,810.213
2024-07-07,749.904,702.488,669.889,644.666,635.134,639.237,660.672,702.326,741.331,793.413,826.089,838.812,845.806,871.627,885.19,894.216,910.518,934.838,949.862,958.844,943.851,899.781,846.934,788.424
2024-07-08,728.461,681.934,651.266,631.586,622.901,630.505,670.895,743.199,832.624,908.185,948,963.734,972.492,981.6,979.423,988.836,1010.674,1022.547,1015.494,1016.789,994.28,940.224,878.326,826.567
2024-07-09,756.18,707.697,673.229,653.727,642.347,650.413,692.431,758.56,840.522,904.165,938.479,959.924,953.726,972.647,973.363,969.133,981.156,992.297,983.581,990.609,981.659,925.629,872.068,813.601
2024-07-10,750.394,703.693,673.099,652.222,648.573,655.932,695.779,784.142,880.822,933.716,951.843,946.174,957.138,966.368,949.731,930.371,914.054,917.318,918.353,926.668,905.638,851.993,800.413,747.509
2024-07-11,688.241,646.534,619.532,602.106,597.633,606.258,643.728,701.281,785.063,850.562,870.075,877.36,869.39,871.411,863.116,859.161,854.819,860.146,856.319,859.521,847.225,806.856,766.45,722.157
2024-07-12,668.101,625.892,599.512,584.388,581.127,590.627,620.332,668.845,720.478,757.924,790.856,841.635,847.039,847.109,836.419,832.003,837.66,845.814,850.907,856.081,849.325,809.884,777.466,736.984
2024-07-13,681.184,640.496,609.806,592.35,586.547,588.368,609.046,654.599,710.053,754.285,800.209,824.117,829.706,812.428,795.081,819.089,827.201,839.277,841.847,845.959,840.049,800.804,768.643,728.673
2024-07-14,677.231,638.206,611.396,594.561,590.052,594.116,619.32,652.952,696.778,753.795,786.434,788.127,786.173,799.233,790.852,783.777,803.95,824.641,843.123,855.125,847.746,812.911,772.937,727.087
2024-07-15,673.388,633.663,606.397,590.521,587.985,597.701,642.265,711.889,784.487,837.621,879.161,906.634,907.323,906.762,911.977,914.074,907.469,908.554,901.762,902.577,887.414,844.188,797.133,751.334
2024-07-16,696.453,649.571,626.775,612.79,611.958,622.487,664.569,737.299,810.68,876.528,911.143,921.52,954.707,952.292,943.954,950.257,967.41,971.415,978.98,979.064,961.599,912.571,855.097,798.763
2024-07-17,732.873,684.926,652.796,633.973,629.321,640.608,681.63,749.854,843.003,901.204,937.647,925.084,929.952,950.871,960.874,979.267,1010.07,1018.82,1013.956,1020.42,1000.132,942.722,885.347,820.898
2024-07-18,754.018,705.06,671.924,656.575,648.228,656.801,695.366,780.904,875.773,950.545,973.72,1000.025,1001.761,986.458,994.281,990.625,1014.069,1025.269,1029.433,1029.855,1008.956,943.389,885.004,821.92
2024-07-19,755.11,702.57,667.764,645.013,641.476,646.394,679.745,762.619,860.46,916.737,942.893,916.171,874.677,909.652,944.181,970.917,972.222,1001.577,997.462,995.977,975.925,927.334,875.918,822.019
2024-07-20,758.719,706.269,675.48,651.014,645.865,650.365,678.109,727.194,777.591,837.904,876.367,891.926,897.386,903.109,914.774,926.094,950.029,987.979,1009.888,1008.473,994.601,953.635,905.745,845.536
2024-07-21,780.795,728.039,693.305,671.495,662.36,655.981,672.631,713.148,770.725,813.375,856.328,870.529,897.321,911.893,922.517,898.012,927.752,975.656,1003.79,1007.923,991.457,946.217,891.185,831.069
2024-07-22,757.372,709.595,679.863,659.439,650.306,663.059,707.378,785.09,879.357,955.713,986.54,993.07,990.65,1010.71,1027.455,1041.817,1065.508,1073.62,1075.583,1079.576,1055.742,995.354,935.4,866.556
2024-07-23,794.027,741.204,706.783,683.592,674.026,681.484,721.725,795.127,887.865,958.59,1003.317,1007.552,995.386,1022.917,1040.576,1044.816,1071.784,1095.612,1101.785,1102.285,1078.365,1015.754,952.226,885.75
2024-07-24,810.447,755.194,720.053,694.005,687.946,694.854,735.518,810.406,905.649,984.83,1021.406,1033.34,1028.57,1028.01,1050.414,1055.326,1075.077,1095.355,1108.654,1113.947,1084.758,1027.907,960.814,892.122
2024-07-25,816.96,764.1,726.43,701.89,688.889,698.104,735.532,805.825,903.06,978.433,1011.511,1024.68,1035.923,1057.478,1050.743,1061.355,1071.9,1094.594,1090.018,1085.014,1058.166,999.338,938.644,873.643
2024-07-26,800.899,750.771,717.617,694.605,687.828,694.75,727.593,800.392,896.086,964.562,984.37,987.82,996.027,1016.505,986.393,997.733,1000.738,1014.371,1004.57,1018.432,1003.024,955.354,901.021,845.213
2024-07-27,775.238,726.734,692.506,672.194,663.501,673.84,694.184,738.481,810.698,877.935,923.185,935.072,929.342,941.664,949.358,971.048,987.815,1011.369,1025.613,1029.874,1015.593,970.501,914.982,855.723
2024-07-28,792.783,740.658,702.309,680.019,669.25,674.506,696.606,733.246,778.555,830.289,864.095,872.274,893.792,906.853,916.417,932.461,963.47,1009.419,1036.072,1041.092,1027.186,981.551,921.247,854.811
2024-07-29,785.255,729.589,693.355,669.211,660.14,670.583,709.01,778.472,873.353,942.643,973.39,984.705,985.918,1022.534,1041.503,1054.56,1082.47,1112.428,1118.652,1113.08,1089.907,1030.845,961.222,890.811
2024-07-30,814.359,757.356,715.547,693.997,684.728,692.232,728.888,796.973,890.14,961.137,997.515,1010.985,1016.481,1037.941,1047.33,1055.235,1078.807,1116.641,1123.893,1122.643,1095.914,1031.903,961.312,889.804
2024-07-31,811.836,755.111,719.254,695.708,688.131,695.894,735.306,804.178,901.875,977.952,1014.456,1023.266,1019.178,1049.807,1059.31,1068.388,1090.961,1124.682,1138.869,1137.823,1110.028,1053.958,988.468,914.031
2024-08-01,837.692,779.455,738.907,711.345,698.798,707.386,746.538,820.519,914.563,995.831,1039.774,1039.621,1047.729,1077.457,1085.192,1083.853,1111.992,1149.001,1156.35,1154.839,1131.586,1075.525,1004.183,927.405
2024-08-02,848.598,791.444,750.799,725.228,710.937,721.693,761.935,836.852,937.133,1022.318,1065.318,1081.17,1089.451,1101.623,1115.515,1119.088,1135.799,1169.484,1165.189,1165.701,1140.392,1080.751,1013.913,947.09
2024-08-03,865.665,801.112,759.412,731.762,721.711,726.289,753.667,805.715,878.393,956.691,1015.827,1031.924,1047.443,1038.317,1028.496,1030.157,1068.946,1117.977,1138.795,1137.464,1118.941,1065.613,999.995,929.866
2024-08-04,853.313,793.861,751.673,726.351,710.327,717.609,744.684,791.794,849.361,915.32,960.951,979.123,1004.018,1008.127,1032.036,1046.592,1063.951,1098.024,1123.965,1131.6,1113.055,1059.186,992.761,915.048
2024-08-05,835.785,778.999,742.41,717.416,706.514,717.964,755.792,834.101,950.301,1037.809,1088.402,1114.347,1134.92,1178.631,1141.759,1099.114,1112.345,1135.116,1127.56,1134.631,1105.289,1039.362,967.913,895.885
2024-08-06,821.615,769.253,728.794,706.318,697.165,707.029,746.804,822.596,928.688,1012.092,1058.598,1077.877,1082.716,1120.366,1107.778,1081.37,1113.266,1140.691,1146.637,1146.57,1114.649,1045.667,971.825,898.769
2024-08-07,821.338,764.287,728.385,705.476,695.445,704.939,740.841,812.964,912.556,994.908,1034.852,1041.37,1039.96,1062.724,1072.674,1087.069,1120.675,1123.817,1149.952,1149.385,1114.789,1049.717,978.045,905.061
2024-08-08,829.395,773.134,736.086,710.944,701.616,711.531,747.7,823.298,927.818,1013.762,1056.873,1069.963,1085.011,1095.908,1090.67,1118.597,1135.493,1166.33,1162.034,1159.659,1124.453,1056.334,987.209,908.467
2024-08-09,829.394,773.536,736.146,713.186,703.067,714.759,748.114,823.875,925.992,1007.275,1049.093,1064.114,1069.475,1094.337,1098.686,1112.064,1136.254,1153.083,1145.242,1141.066,1107.449,1043.585,975.831,909.979
2024-08-10,833.154,778.086,737.962,711.869,699.644,704.126,726.635,776.078,849.444,921.071,971.613,995.307,1008.96,1034.351,1031.925,1023.819,1045.233,1080.384,1090.623,1091.4,1062.453,1006.148,945.862,882.958
2024-08-11,815.792,763.048,725.513,700.324,688.39,693.539,713.619,751.877,808.333,872.296,923.791,947.578,968.719,987.335,974.526,991.336,1012.898,1054.726,1070.508,1072.288,1050.196,996.076,929.05,859.307
2024-08-12,790.757,737.569,702.157,679.61,672.052,680.737,717.868,797.507,895.587,972.1,1009.607,1019.261,1020.778,1032.986,1044.673,1065.402,1094.329,1131.799,1128.187,1116.588,1069.773,996.415,924.865,853.175
2024-08-13,786.271,737.072,706.163,685.152,677.4,688.299,725.145,800.254,898.355,962.508,998.179,1007.206,997.005,1016.67,1030.654,1044.269,1073.096,1095.989,1089.558,1088.655,1060.959,1001.415,936.94,871.644
2024-08-14,796.855,746.103,709.444,686.974,674.839,687.932,724.22,791.686,872.719,968.972,1012.089,1059.186,1051.629,1029.398,990.388,991.474,1036.343,1060.166,1052.422,1059.138,1028.921,975.165,917.383,853.395
2024-08-15,786.076,733.891,698.199,678.196,668.403,675.302,693.465,740.207,800.346,866.886,940.385,925.944,933.035,961.863,954.768,931.086,928.01,971.542,988.965,996.769,973.968,923.216,868.265,812.023
2024-08-16,747.877,693.444,662.482,642.729,637.929,650.773,687.902,768.046,846.223,879.326,919.178,956.207,980.075,997.621,979.311,975.496,1014.881,1056.434,1057.425,1055.674,1021.867,961.05,899.424,837.784
2024-08-17,770.918,719.203,683.272,658.736,651.05,661.792,685.115,724.879,777.7,846.87,910.964,962.265,965.24,920.96,917.856,928.856,956.094,1005.319,1011.284,1017.971,992.936,938.507,879.661,826.509
2024-08-18,757.066,711.955,679.786,655.869,647.551,655.144,673.346,711.671,767.415,816.655,869.679,906.123,903.282,886.074,917.353,911.43,914.829,966.031,983.209,999.393,981.27,930.828,876.103,817.191
2024-08-19,751.491,701.319,669.001,647.793,643.882,658.728,697.961,782.524,883.11,958.78,993.294,1010.523,1020.088,1048.473,1055.602,1074.522,1101.963,1126.03,1110.914,1113.777,1077.055,1009.094,944.264,876.327
2024-08-20,798.929,741.591,705.059,682.425,671.55,682.623,723.549,806.411,900.168,996.351,1050.539,1079.08,1052.839,1068.191,1075.251,1075.507,1087.74,1104.635,1093.314,1096.069,1058.049,986.949,913.377,850.097
2024-08-21,783.935,738.482,702.471,681.108,673.173,684.993,726.729,812.2,910.025,993.195,1041.919,1045.248,1035.862,1046.697,1056.228,1069.651,1095.958,1111.026,1109.839,1110.391,1074.667,1010.388,943.158,879.737
2024-08-22,806.84,752.07,717.674,697.636,684.003,696.442,736.949,825.33,927.24,1020.665,1062.719,1040.14,1040.473,1068.583,1058.858,1064.575,1087.209,1101.718,1093.054,1095.076,1059.335,995.707,931.104,864.84
2024-08-23,795.575,741.526,706.62,683.342,672.278,685.146,720.424,798.231,898.313,968.919,1005.87,1022.1,1029.894,1059.568,1054.28,1066.722,1077.861,1091.995,1081.138,1083.022,1045.504,984.423,919.496,856.109
2024-08-24,785.625,732.037,694.927,669.516,659.832,670.26,691.775,728.305,787.512,862.172,916.25,931.867,950.171,957.639,969.179,977.708,992.132,1020.51,1035.855,1041.697,1009.268,956.748,895.745,840.062
2024-08-25,776.932,725.752,691.067,667.284,656.568,663.531,676.589,708.608,753.093,808.456,849.703,877.656,904.179,915.196,912.141,923.394,950.869,1002.524,1021.414,1029.466,998.55,938.097,868.584,807.96
2024-08-26,746.072,699.243,670.164,649.181,643.115,656.14,685.699,763.307,863.932,938.025,980.474,996.079,997.294,1031.252,1049.179,1050.86,1068.161,1090.721,1087.283,1087.503,1045.121,974.035,901.229,835.232
2024-08-27,768.2,717.55,683.647,660.633,655.497,668.371,707.798,782.001,880.638,961.332,1000.787,1025.52,1026.299,1055.24,1070.555,1065.86,1083.162,1103.476,1095.826,1100.255,1058.549,995.127,925.079,855.517
2024-08-28,784.328,738.255,700.562,681.369,671.557,683.818,719.058,801.085,885.687,963.166,993.422,982.414,966.571,987.853,999.895,1000.827,1004.252,1014.494,1015.532,1023.835,994.703,941.838,879.938,817.427
2024-08-29,750.936,702.843,672.784,649.433,640.811,653.168,689.212,771.206,845.592,910.65,914.496,946.927,926.221,935.577,960.331,980.102,1021.991,1049.27,1053.514,1060.782,1027.849,970.327,906.769,842.148
2024-08-30,770.678,718.153,680.961,656.114,649.941,661.156,701.013,775.643,850.861,906.77,930.37,938.569,931.738,957.13,973.462,987.378,1020.082,1052.405,1042.778,1040.079,1003.615,945.752,886.102,826.695
2024-08-31,757.639,708.801,674.124,645.747,635.613,643.493,654.568,677.702,712.664,763.687,796.179,807.112,812.642,825.37,846.414,873.186,910.956,957.31,970.579,969.65,935.302,880.648,825.065,771.321
2024-09-01,712.375,667.491,637.444,618.703,614.649,623.454,634.644,651.368,685.502,731.665,772.078,792.248,807.694,836.226,860.835,875.045,893.199,923.093,943.243,954.276,922.65,868.326,807.122,752.591
2024-09-02,695.458,650.582,622.676,606.305,602.11,615.753,647.967,713.49,789.133,851.814,883.203,887.475,873.901,906.797,920.721,943.009,964.821,999.736,991.804,1000.15,963.027,899.938,843.488,787.661
2024-09-03,728.193,682.681,652.81,633.909,628.265,638.116,662.976,731.434,810.681,874.528,894.614,927.049,949.628,975.382,971.257,970.495,973.61,983.766,981.68,983.452,942.924,887.643,832.157,781.439
2024-09-04,723.893,680.001,649.216,629.908,625.939,638.527,673.203,737.618,808.437,864.434,894.117,914.797,913.087,933.408,947.065,962.527,985.785,1004.672,1002.169,1000.666,962.473,905.96,848.937,763.28
2024-09-05,703.283,674.971,653.512,631.598,627.754,641.488,677.458,744.929,818.841,878.636,911.641,919.219,916.623,947.91,964.254,979.011,1010.545,1039.558,1034.387,1049.692,992.096,924.455,859.983,797.811
2024-09-06,730.722,685.68,653.678,632.754,625.174,637.386,671.657,739.076,823.099,883.378,918.878,932.576,938.689,984.935,1014.848,1017.772,1011.472,1025.322,1025.254,1029.928,990.567,933.801,876.008,816.976
2024-09-07,747.845,698.757,662.53,638.286,632.478,639.092,656.037,691.475,749.42,820.473,861.779,885.688,897.403,927.568,951.719,963.964,965.163,966.669,973.727,977.803,947.571,896.492,845.393,794.153
2024-09-08,732.318,686.705,654.073,633.232,626.551,637.089,653.258,683.5,723.742,792.992,835.829,838.014,875.525,910.457,918.131,911.278,918.807,937.883,950.988,959.145,927.829,873.858,817.085,761.47
2024-09-09,701.404,657.88,630.747,613.736,608.082,622.778,663.472,737.67,826.573,895.176,927.056,936.993,950.412,978.631,986.394,997.687,1025.41,1052.733,1051.174,1048.462,1004.275,938.061,871.734,810.287
2024-09-10,749.208,703.094,669.889,648.916,644.359,661.775,702.491,784.081,877.417,932.663,964.369,978.611,987.891,1014.801,1024.47,1032.698,1042.068,1060.56,1067.233,1056.49,1008.387,944.639,884.345,827.951
2024-09-11,767.967,715.789,681.948,660.902,655.947,672.041,709.529,792.283,887.691,958.935,982.71,1013.779,1021.659,1037.902,1014.275,1019.871,1037.554,1036.577,1029.822,1028.29,988.404,930.205,871.025,814.175
2024-09-12,751.206,706.747,672.255,654.829,652.827,667.304,701.347,779.642,865.575,925.84,963.438,971.764,984.134,1005.46,1023.087,1036.485,1053.952,1087.697,1082.742,1075.007,1027.529,957.082,891.076,827.533
2024-09-13,756.7,703.117,670.761,650.918,645.173,657.448,691.708,758.533,838.322,899.855,936.186,951.269,960.587,987.024,1002.522,1005.701,1027.195,1051.946,1054.089,1055.393,1012.642,946.608,877.991,812.776
2024-09-14,745.505,698.301,664.732,643.037,638.395,647.523,668.181,705.193,756.615,815.758,854.517,875.863,893.505,908.463,920.027,940.802,975.999,1014.132,1024.817,1019.866,975.905,917.917,863.412,809.534
2024-09-15,746.473,702.089,674.097,659.646,656.59,668.264,691.658,737.561,803.634,862.43,868.886,879.533,910.401,925.51,938.368,938.035,960.754,984.699,1003.12,1010.822,988.943,943.063,892.367,834.917
2024-09-16,771.225,722.801,693.05,670.067,663.619,671.71,692.73,733.329,791.144,841.542,873.775,891.677,895.919,904.598,921.478,927.424,946.501,972.855,987.888,988.547,963.072,916.279,858.206,799.172
2024-09-17,734.089,688.483,654.466,634.128,628.021,640.084,674.438,724.023,763.594,778.507,795.803,805.839,803.18,792.881,780.759,785.037,822.137,863.994,885.192,894.094,880.389,850.31,809.181,763.267
2024-09-18,708.758,664.658,634.311,616.499,609.772,619.261,640.02,677.21,728.051,786.943,831.525,851.538,867.159,864.69,879.777,906.961,940.552,981.151,993.984,992.837,958.173,906.119,854.092,796.887
2024-09-19,735.338,688.47,656.665,634.902,629.872,645.825,685.066,765.048,869.756,944.905,979.761,1008.54,1016.52,1045.257,1046.878,1059.111,1031.606,1033.439,1015.871,1006.504,967.239,916.934,864.284,817.684
2024-09-20,757.487,703.844,666.791,655.768,647.683,661.56,699.439,781.434,881.484,951.605,980.679,965.286,962.196,973.756,988.402,980.434,993.158,1003.805,1005.913,1003.814,968.504,916.006,864.582,818.571
2024-09-21,756.408,711.333,679.846,654.481,652.689,658.363,676.383,716.779,797.687,861.232,906.236,919.963,934.306,943.718,940.06,934.691,940.716,957.251,956.732,947.752,905.59,854.491,802.144,754.357
2024-09-22,698.919,655.312,626.336,605.744,596.715,604.056,620.865,646.71,684.381,720.667,752.416,756.26,759.556,767.249,759,765.956,783.144,805.803,824.208,830.525,805.84,768.901,732.772,693.804
2024-09-23,646.18,612.551,586.905,575.531,570.051,584.351,616.266,670.206,726.607,757.641,764.048,773.275,765.114,779.313,779.559,779.268,798.962,821.408,823.474,815.318,784.886,744.927,708.826,674.704
2024-09-24,629.023,592.766,569.199,553.248,551.212,565.134,598.376,645.528,688.132,722.795,737.256,739.397,750.199,790.665,784.025,788.386,798.475,819.546,829.599,829.24,797.592,757.736,721.374,687.514
2024-09-25,637.509,602.415,579.399,566.107,563.128,577.193,614.198,672.202,736.293,778.066,805.012,795.248,790.165,813.935,830.212,829.51,846.822,865.629,876.394,870.798,836.239,788.056,741.55,698.876
2024-09-26,649.612,608.441,584.225,569.904,566.09,580.933,616.275,667.104,720.069,760.112,782.136,785.007,775.489,801.918,820.425,836.465,869.415,885.515,898.141,890.883,854.947,802.302,753.191,706.95
2024-09-27,656.759,618.772,594.302,577.456,575.153,591.704,626.281,685.04,726.92,754.96,765.541,760.64,743.556,768.428,785.233,795.726,823.118,843.423,853.372,845.954,809.226,768.176,732.505,692.581
2024-09-28,642.73,608.486,583.091,566.673,563.449,578.125,602.238,626.534,655.584,679.616,702.369,715.047,720.959,733.602,736.075,752.111,781.704,817.18,838.177,832.437,808.09,768.522,734.476,698.539
2024-09-29,650.817,614.335,587.011,571.713,567.009,579.797,598.591,621.8,645.581,667.133,681.942,679.529,685.559,684.827,680.234,691.384,729.373,765.824,792.366,788.43,766.247,733.127,703.903,667.58
2024-09-30,621.899,587.56,566.559,550.996,550.459,568.591,602.42,655.441,707.78,742.382,760.862,768.957,769.466,800.82,824.869,841.386,848.946,860.292,866.441,859.188,824.536,778.806,737.777,694.755
2024-10-01,642.777,602.769,578.455,562.268,557.578,570.6,592.36,616.093,648.726,686.444,728.419,760.761,775.121,811.402,824.325,813.627,813.641,819.367,820.618,800.623,765.422,721.351,677.677,643.997
2024-10-02,600.933,564.145,543.327,530.554,529.922,543.922,575.965,623.12,670.919,689.909,658.028,646.757,622.563,634.604,656.94,666.611,702.219,728.067,749.85,748.987,725.863,694.953,662.236,635.278
2024-10-03,591.052,560.151,536.933,523.281,520.3,529.996,550.689,583.4,613.803,632.575,635.655,635.141,648.579,650.975,650.997,661.333,678.909,701.921,727.954,726.105,708.383,682.456,650.686,623.103
2024-10-04,579.522,550.483,530.442,518.548,518.859,534.673,566.22,603.917,622.206,642.716,646.288,638.713,620.561,634.98,653.777,673.438,709.328,743.987,760.13,752.263,731.628,702.272,673.302,638.894
