datetime,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),태양광발전량(MWh),풍력발전량(MWh),전력수요(MWh),출력제한량,출력제한여부,풍속_증감량,일사_예측오차대응,시간대,전력수요_증감,전력수요_기준편차,발생예측,예측출력제한량
2022-06-25 14:00:00,28.075,0.0,4.075,78.75,0.925,2.35,150.75,77.93,659578.0,14.8,1,-1.25,-148.4,14.0,5712.0,1463.333333333372,1,23.183577
2022-06-25 16:00:00,27.05,0.0,4.675,84.75,0.675,2.45,126.26,109.3,692237.0,0.0,0,0.0750000000000001,-123.81,16.0,-3708.0,-9650.333333333372,1,22.636475
2022-07-09 11:00:00,28.65,0.0,4.425,71.75,1.0,2.93,231.54,69.33,702228.0,0.0,0,1.25,-228.61,11.0,10338.0,-11831.333333333372,1,43.885075
2022-07-09 12:00:00,29.2,0.0,3.775,67.75,1.0,3.275,240.03,53.76,700723.0,6.1,1,-0.6499999999999999,-236.755,12.0,-1505.0,-2442.666666666628,1,36.941837
2022-07-09 13:00:00,29.825,0.0,4.175,67.75,1.0,3.405,234.74,65.24,697633.0,10.1,1,0.3999999999999999,-231.335,13.0,-3090.0,2561.666666666628,1,42.956154
2022-07-09 14:00:00,30.025,0.0,4.125,68.75,1.0,3.315,217.21,74.64,707221.0,7.7,1,-0.0499999999999998,-213.895,14.0,9588.0,-5362.0,1,38.750153
2022-07-09 15:00:00,29.8,0.0,3.85,69.0,1.0,3.03,183.1,54.08,728583.0,0.0,0,-0.2749999999999999,-180.07,15.0,21362.0,-17437.333333333372,1,32.3191
2022-09-06 12:00:00,24.825,0.0,7.65,70.5,0.75,1.77,188.74,46.13,608551.0,82.5,1,0.1750000000000007,-186.97,12.0,-46505.0,33894.0,1,99.69918
2022-09-06 13:00:00,25.075,0.0,7.55,69.25,0.8,2.21,186.5,75.46,583781.0,148.0,1,-0.1000000000000005,-184.29,13.0,-24770.0,32015.0,1,96.25968
2022-09-06 14:00:00,25.5,0.0,6.5,68.5,0.9,2.16,177.97,70.45,598821.0,148.7,1,-1.0499999999999998,-175.81,14.0,15040.0,-1770.0,1,77.63767
2022-09-06 15:00:00,25.925,0.0,6.575,68.0,0.9,2.07,161.91,71.65,604923.0,148.7,1,0.0750000000000001,-159.84,15.0,6102.0,-9081.333333333372,1,77.35545
2022-09-06 16:00:00,25.75,0.0,6.425,68.0,0.9,1.85,113.21,132.19,615841.0,117.8,1,-0.1500000000000003,-111.36,16.0,10918.0,-9312.666666666628,1,60.04053
2022-09-07 12:00:00,27.175,0.0,3.575,49.75,1.0,3.05,246.88,4.52,580330.0,20.2,1,0.625,-243.83,12.0,-13670.0,12041.0,1,47.441814
2022-09-07 13:00:00,27.275,0.0,3.85,50.75,1.0,3.175,241.55,26.65,568447.0,24.2,1,0.2749999999999999,-238.375,13.0,-11883.0,12478.666666666628,1,49.877033
2022-09-07 14:00:00,27.35,0.0,3.525,49.75,1.0,3.04,218.49,43.36,593579.0,20.0,1,-0.3250000000000002,-215.45,14.0,25132.0,-12793.666666666628,1,41.16519
2022-09-07 15:00:00,27.275,0.0,3.4,54.5,1.0,2.64,174.49,33.7,621035.0,3.1,1,-0.125,-171.85000000000002,15.0,27456.0,-26681.33333333337,1,33.19106
2022-09-08 11:00:00,25.825,0.0,4.3,68.5,1.0,2.515,221.0,28.26,623262.0,0.0,0,0.6499999999999999,-218.485,11.0,874.0,-4237.666666666628,1,46.51482
2022-09-08 12:00:00,25.925,0.0,4.6,66.5,0.925,2.32,180.81,32.54,613470.0,0.0,0,0.2999999999999998,-178.49,12.0,-9792.0,6236.666666666628,1,48.659885
2022-09-08 13:00:00,26.575,0.0,4.425,58.5,0.875,2.87,234.39,37.69,626250.0,0.0,0,-0.1749999999999998,-231.52,13.0,12780.0,-5256.0,1,54.399128
2022-09-08 14:00:00,26.525,0.0,4.875,57.25,0.95,3.105,223.78,37.86,595049.0,5.7,1,0.4500000000000002,-220.675,14.0,-31201.0,16540.666666666628,1,63.255615
2022-09-08 15:00:00,26.825,0.0,4.725,55.75,0.975,2.765,178.89,28.92,607993.0,3.9,1,-0.1500000000000003,-176.125,15.0,12944.0,1771.0,1,58.309307
2022-09-09 11:00:00,25.7,0.0,4.475,67.5,0.925,2.335,190.79,46.46,542725.0,0.0,0,0.0999999999999996,-188.455,11.0,22040.0,-10548.666666666628,1,45.020775
2022-09-09 12:00:00,25.8,0.0,4.575,66.0,0.8,2.475,131.05,46.55,531160.0,6.5,1,0.1000000000000005,-128.57500000000002,12.0,-11565.0,363.33333333337214,1,42.093327
2022-09-10 14:00:00,27.6,0.0,4.725,73.5,0.675,2.455,108.85,51.8,514765.0,50.3,1,0.4749999999999996,-106.395,14.0,-24717.0,17923.0,1,36.508434
2022-09-18 11:00:00,28.8,0.0,5.3,71.25,0.975,2.235,219.05,42.1,616659.0,20.8,1,0.4500000000000002,-216.815,11.0,10808.0,-9515.0,1,60.74145
2022-09-18 12:00:00,29.25,0.0,5.625,69.5,0.95,2.85,226.8,24.57,606371.0,63.3,1,0.3250000000000002,-223.95,12.0,-10288.0,3256.0,1,71.1625
2022-09-18 13:00:00,29.65,0.0,6.9,68.5,1.0,2.87,166.31,88.59,618143.0,74.2,1,1.2750000000000004,-163.44,13.0,11772.0,-4418.666666666628,1,83.77369
2022-09-18 14:00:00,29.325,0.0,4.55,69.75,0.7,2.28,114.11,158.16,675184.0,25.1,1,-2.3500000000000005,-111.83,14.0,57041.0,-41951.33333333337,1,19.501816
2022-09-19 09:00:00,26.825,0.0,8.425,72.0,0.775,0.945,135.97,205.55,697720.0,0.0,0,0.0500000000000007,-135.025,9.0,38500.0,-43007.0,1,77.822174
2022-09-19 10:00:00,26.55,0.0,8.85,73.25,0.6,1.12,161.22,198.32,718265.0,0.0,0,0.4249999999999989,-160.1,10.0,20545.0,-26530.0,1,86.26257
2022-09-19 11:00:00,27.275,0.0,8.125,70.25,0.875,2.03,177.8,189.06,715996.0,0.0,0,-0.7249999999999996,-175.77,11.0,-2269.0,-5335.666666666628,1,86.473885
2022-09-19 12:00:00,26.7,0.0,9.1,72.0,0.875,2.4,203.28,143.64,703259.0,14.0,1,0.9749999999999996,-200.88,12.0,-12737.0,9247.666666666628,1,113.85299
2022-09-19 13:00:00,27.875,0.0,7.475,66.0,0.85,2.4,215.81,133.28,681612.0,65.7,1,-1.625,-213.41,13.0,-21647.0,18677.0,1,90.984856
2022-09-19 14:00:00,27.8,0.0,7.525,66.0,0.925,2.635,198.73,148.79,682953.0,64.0,1,0.0500000000000007,-196.095,14.0,1341.0,6321.666666666628,1,89.656044
2022-09-19 15:00:00,27.9,0.0,6.9,65.5,0.9,2.26,152.29,175.84,702266.0,36.1,1,-0.625,-150.03,15.0,19313.0,-13322.333333333372,1,68.05515
2022-09-19 16:00:00,27.375,0.0,8.275,65.75,0.975,1.89,101.84,175.29,734934.0,0.0,0,1.375,-99.95,16.0,32668.0,-28216.33333333337,1,87.59319
2022-09-19 17:00:00,26.625,0.0,7.5,63.25,0.975,1.215,41.0,194.49,761596.0,0.0,0,-0.7750000000000004,-39.785,17.0,26662.0,-28664.0,1,63.44325
2022-09-24 10:00:00,21.375,0.0,5.075,57.25,0.975,2.085,216.18,22.26,513331.0,94.2,1,0.9000000000000004,-214.095,10.0,-20101.0,22347.666666666628,1,67.189476
2022-09-24 11:00:00,21.875,0.0,4.325,54.75,0.875,2.16,246.72,10.13,499099.0,125.2,1,-0.75,-244.56,11.0,-14232.0,16188.333333333314,1,57.17561
2022-09-24 12:00:00,22.1,0.0,5.15,55.5,1.0,2.925,261.53,9.01,472428.0,133.2,1,0.8250000000000002,-258.605,12.0,-26671.0,22524.66666666669,1,74.83933
2022-09-24 13:00:00,22.525,0.0,5.55,55.0,1.0,3.06,249.87,6.9,460430.0,133.2,1,0.3999999999999994,-246.81,13.0,-11998.0,16889.0,1,81.94736
2022-09-24 14:00:00,22.875,0.0,5.1,53.0,1.0,2.98,190.94,26.18,472061.0,133.2,1,-0.4500000000000002,-187.96,14.0,11631.0,-3754.666666666686,1,68.4921
2022-10-05 11:00:00,21.15,0.0,4.5,63.25,0.95,2.47,239.43,18.88,549902.0,125.7,1,-0.2249999999999996,-236.96,11.0,-42890.0,39021.33333333337,1,55.723988
2022-10-05 12:00:00,21.125,0.0,4.75,62.75,0.975,2.68,241.36,13.56,526476.0,121.7,1,0.25,-238.68,12.0,-23426.0,29914.0,1,61.543175
2022-10-05 13:00:00,21.05,0.0,4.725,61.175,0.85,2.785,196.28,63.3,515333.0,124.0,1,-0.0250000000000003,-193.495,13.0,-11143.0,15237.333333333372,1,53.455124
2022-10-05 14:00:00,20.95,0.0,4.925,61.75,0.95,2.26,179.5,92.48,570383.0,44.3,1,0.2000000000000001,-177.24,14.0,55050.0,-32985.66666666663,1,50.65268
2022-10-05 15:00:00,21.125,0.0,4.875,60.25,0.825,2.25,155.07,80.25,581260.0,0.0,0,-0.0499999999999998,-152.82,15.0,10877.0,-25601.33333333337,1,49.11497
2022-10-07 13:00:00,19.375,0.0,6.35,56.5,0.425,2.295,251.75,21.81,511051.0,95.8,1,1.0749999999999993,-249.455,13.0,-116089.0,87197.66666666663,1,91.26991
2022-10-07 14:00:00,19.475,0.0,5.325,53.0,0.95,2.665,226.78,48.37,492982.0,111.4,1,-1.0249999999999997,-224.115,14.0,-18069.0,50742.33333333337,1,73.67633
2022-10-07 15:00:00,19.65,0.0,6.0,54.25,0.975,2.245,177.0,89.25,511241.0,103.0,1,0.6749999999999998,-174.755,15.0,18259.0,-6149.666666666686,1,75.90808
2022-10-07 16:00:00,19.25,0.0,6.125,53.25,1.0,1.73,97.32,150.89,548647.0,76.0,1,0.125,-95.59,16.0,37406.0,-31023.66666666669,1,60.258183
2022-10-10 09:00:00,16.875,0.0,7.2,55.0,0.675,0.705,142.71,100.78,531541.0,29.0,1,0.2250000000000005,-142.005,9.0,-15126.0,8240.666666666628,1,82.10993
2022-10-10 10:00:00,17.15,0.0,8.325,58.5,0.625,1.05,159.62,48.13,525142.0,91.8,1,1.1249999999999991,-158.57,10.0,-6399.0,9308.0,1,107.15427
2022-10-10 11:00:00,17.25,0.0,6.6,55.75,0.8,1.865,171.86,35.53,504076.0,132.5,1,-1.7249999999999996,-169.995,11.0,-21066.0,16177.0,1,90.77982
2022-10-10 12:00:00,16.3,0.0,6.75,63.5,0.65,1.76,176.01,26.58,503514.0,132.6,1,0.1500000000000003,-174.25,12.0,-562.0,7396.666666666686,1,89.33401
2022-10-10 13:00:00,17.025,0.15,6.2,60.75,0.675,2.235,180.31,26.84,484208.0,146.1,1,-0.5499999999999998,-178.075,13.0,-19306.0,13058.0,1,82.4922
2022-10-10 14:00:00,17.05,0.1,7.25,60.0,0.725,1.575,127.55,90.82,506927.0,134.1,1,1.0499999999999998,-125.975,14.0,22719.0,-8710.666666666686,1,85.48167
2022-10-10 15:00:00,15.525,0.633,7.1,68.5,0.475,1.035,114.28,106.88,546719.0,57.8,1,-0.1500000000000003,-113.245,15.0,39792.0,-34101.0,1,67.24842
2022-10-10 16:00:00,15.9,0.2,6.25,66.5,0.65,0.92,48.91,135.97,551484.0,27.4,1,-0.8499999999999996,-47.99,16.0,4765.0,-16440.666666666628,1,46.16829
2022-10-11 11:00:00,17.45,0.0,4.475,57.5,0.725,1.53,235.54,16.7,559059.0,54.1,1,-0.0250000000000003,-234.01,11.0,-45985.0,40405.0,1,56.473896
2022-10-11 12:00:00,17.825,0.0,4.475,57.5,0.925,2.325,249.77,10.61,502180.0,129.7,1,0.0,-247.445,12.0,-56879.0,53247.66666666663,1,59.961136
2022-10-11 13:00:00,18.5,0.0,4.3,55.75,0.925,2.335,248.26,11.91,477300.0,130.0,1,-0.1749999999999998,-245.925,13.0,-24880.0,35546.333333333314,1,57.152683
2022-10-11 14:00:00,18.65,0.0,5.05,55.25,0.95,2.34,217.79,37.84,490816.0,130.0,1,0.75,-215.45,14.0,13516.0,-717.3333333333139,1,67.24436
2022-10-11 15:00:00,18.5,0.0,5.375,56.75,0.9,2.0,165.22,119.64,518100.0,100.7,1,0.3250000000000002,-163.22,15.0,27284.0,-22694.66666666669,1,55.583805
2022-10-11 16:00:00,18.45,0.0,4.775,57.0,0.95,1.53,95.17,166.14,554555.0,36.2,1,-0.5999999999999996,-93.64,16.0,36455.0,-33398.0,1,29.263596
2022-10-12 11:00:00,19.5,0.0,4.775,61.5,0.95,2.26,254.13,17.7,509019.0,2.2,1,0.5250000000000004,-251.87,11.0,-30832.0,30335.33333333337,1,62.880238
2022-10-12 12:00:00,19.925,0.0,4.85,58.5,0.975,2.73,253.62,6.44,488069.0,37.6,1,0.0749999999999992,-250.89,12.0,-20950.0,24244.0,1,67.34617
2022-10-12 13:00:00,19.9,0.0,4.95,58.5,0.975,2.81,251.25,5.67,473331.0,53.5,1,0.1000000000000005,-248.44,13.0,-14738.0,16808.666666666686,1,69.13474
2022-10-12 14:00:00,20.05,0.0,4.725,57.5,0.975,2.61,211.74,14.82,489687.0,45.3,1,-0.2250000000000005,-209.13,14.0,16356.0,-5991.333333333314,1,61.5649
2022-10-12 15:00:00,20.1,0.0,4.775,54.5,0.9,2.2,156.01,34.09,522773.0,20.1,1,0.0500000000000007,-153.81,15.0,33086.0,-27509.33333333332,1,57.418964
2022-10-13 11:00:00,20.9,0.0,6.2,65.0,0.775,1.975,201.1,73.87,554413.0,36.5,1,1.5,-199.125,11.0,-19567.0,22646.666666666628,1,74.826614
2022-10-13 12:00:00,21.175,0.0,6.475,62.75,0.775,2.055,209.64,54.21,542482.0,50.9,1,0.2749999999999994,-207.585,12.0,-11931.0,14476.333333333372,1,85.210495
2022-10-13 13:00:00,21.525,0.0,5.65,61.25,0.75,2.09,199.3,43.18,527301.0,78.8,1,-0.8249999999999993,-197.21,13.0,-15181.0,14097.666666666628,1,71.0035
2022-10-13 14:00:00,21.55,0.0,4.925,61.5,0.7,1.895,175.64,66.46,547711.0,90.9,1,-0.7250000000000005,-173.74499999999998,14.0,20410.0,-8546.333333333372,1,50.70177
2022-10-13 15:00:00,21.55,0.0,5.45,62.25,0.75,1.54,123.89,108.02,568392.0,69.5,1,0.5250000000000004,-122.35,15.0,20681.0,-20590.666666666628,1,48.109962
2022-10-15 11:00:00,21.875,0.0,4.225,63.25,0.95,2.12,241.11,3.79,490453.0,0.0,0,0.0249999999999994,-238.99,11.0,-28349.0,27979.66666666669,1,51.040623
2022-10-15 12:00:00,22.575,0.0,4.6,61.0,1.0,2.62,228.74,3.63,474143.0,32.0,1,0.375,-226.12,12.0,-16310.0,20323.0,1,59.049976
2022-10-15 13:00:00,22.4,0.0,4.6,62.0,0.875,2.7,223.8,2.8,468122.0,0.0,0,0.0,-221.1,13.0,-6021.0,9450.666666666686,1,57.673557
2022-10-15 14:00:00,22.425,0.0,4.4,62.25,0.825,2.515,197.0,4.11,483051.0,0.0,0,-0.1999999999999993,-194.485,14.0,14929.0,-7945.666666666686,1,51.273365
2022-10-17 11:00:00,19.075,0.0,4.775,64.0,0.55,1.945,158.41,58.43,580184.0,122.4,1,-0.4249999999999998,-156.465,11.0,-28963.0,24177.33333333337,1,45.462605
2022-10-17 12:00:00,19.275,0.0,6.05,59.5,0.45,2.11,194.03,25.18,566894.0,159.6,1,1.2749999999999997,-191.92,12.0,-13290.0,18514.33333333337,1,79.55163
2022-10-17 13:00:00,19.275,0.0,6.25,50.75,0.7,2.235,243.31,12.61,521189.0,196.0,1,0.2000000000000001,-241.075,13.0,-45705.0,34900.0,1,94.41331
2022-10-17 14:00:00,19.05,0.0,7.3,49.0,1.0,2.48,224.51,13.44,505266.0,0.0,0,1.0499999999999998,-222.03,14.0,-15923.0,25850.33333333337,1,114.26952
2022-10-17 15:00:00,18.425,0.0,7.2,47.25,1.0,2.11,174.33,43.18,526741.0,200.8,1,-0.0999999999999996,-172.22,15.0,21475.0,-9009.0,1,106.78178
2022-10-17 16:00:00,17.675,0.0,7.2,48.0,1.0,1.55,93.65,152.68,556841.0,161.6,1,0.0,-92.1,16.0,30100.0,-27225.0,1,81.450325
2022-10-18 09:00:00,14.625,0.0,6.825,53.0,0.85,0.91,194.18,38.06,582732.0,55.3,1,0.8500000000000005,-193.27,9.0,-22031.0,7671.0,1,94.07839
2022-10-18 10:00:00,15.275,0.0,6.075,53.0,1.0,1.805,243.12,7.61,541153.0,165.2,1,-0.75,-241.315,10.0,-41579.0,35063.0,1,92.45321
2022-10-18 11:00:00,15.9,0.0,6.175,49.25,1.0,2.33,257.19,5.08,504993.0,183.6,1,0.0999999999999996,-254.86,11.0,-36160.0,37966.33333333337,1,97.91671
2022-10-18 12:00:00,16.275,0.0,6.075,49.75,0.975,2.515,237.73,4.87,489100.0,0.0,0,-0.0999999999999996,-235.215,12.0,-15893.0,22648.66666666669,1,94.44077
2022-10-18 13:00:00,16.85,0.0,6.275,46.25,0.95,2.56,235.12,6.67,472786.0,0.0,0,0.2000000000000001,-232.56,13.0,-16314.0,16173.666666666686,1,99.14645
2022-10-18 14:00:00,16.8,0.0,7.0,46.0,1.0,2.51,229.69,11.88,491979.0,0.0,0,0.7249999999999996,-227.18,14.0,19193.0,-7357.333333333314,1,111.089
2022-10-18 15:00:00,16.7,0.0,6.775,46.0,1.0,2.085,171.39,51.53,505903.0,0.0,0,-0.2249999999999996,-169.30499999999998,15.0,13924.0,-15680.333333333314,1,99.284325
2022-10-18 16:00:00,16.375,0.0,5.95,46.25,0.975,1.52,90.6,159.15,547829.0,0.0,0,-0.8250000000000002,-89.08,16.0,41926.0,-32592.0,1,58.53716
2022-10-19 10:00:00,16.15,0.0,4.6,52.75,0.95,1.695,245.01,16.03,538971.0,0.0,0,0.1749999999999998,-243.315,10.0,-36997.0,34805.33333333337,1,63.981323
2022-10-19 11:00:00,16.325,0.0,5.45,51.25,0.975,2.245,258.3,6.59,504662.0,0.0,0,0.8500000000000005,-256.055,11.0,-34309.0,35205.0,1,83.12368
2022-10-19 12:00:00,16.925,0.0,5.025,51.75,1.0,2.64,243.5,6.66,487366.0,116.7,1,-0.4249999999999998,-240.86,12.0,-17296.0,22967.0,1,74.16815
2022-10-19 13:00:00,17.15,0.0,4.825,46.75,1.0,2.725,245.67,4.35,470284.0,0.0,0,-0.2000000000000001,-242.945,13.0,-17082.0,17153.333333333314,1,73.47247
2022-10-19 14:00:00,17.275,0.0,4.625,46.25,1.0,2.55,234.95,8.87,489252.0,0.0,0,-0.2000000000000001,-232.4,14.0,18968.0,-6951.333333333314,1,68.677864
2022-10-19 15:00:00,17.575,0.0,4.7,47.0,1.0,2.16,175.25,44.95,510122.0,111.7,1,0.0750000000000001,-173.09,15.0,20870.0,-20236.0,1,61.78286
2022-10-19 16:00:00,17.375,0.0,4.15,49.25,1.0,1.58,91.58,92.75,553814.0,59.5,1,-0.5499999999999998,-90.0,16.0,43692.0,-36084.666666666686,1,34.411476
2022-10-20 11:00:00,19.025,0.0,3.85,52.5,1.0,2.305,257.35,4.77,509701.0,0.0,0,0.3999999999999999,-255.045,11.0,-30836.0,34055.0,1,52.17461
2022-10-20 12:00:00,19.4,0.0,3.675,52.0,1.0,2.605,242.79,3.65,491708.0,10.7,1,-0.1750000000000002,-240.185,12.0,-17993.0,22274.0,1,48.373238
2022-10-20 13:00:00,19.825,0.0,3.85,53.75,1.0,2.675,229.63,5.01,480649.0,10.7,1,0.1750000000000002,-226.955,13.0,-11059.0,13370.333333333314,1,49.54815
2022-10-20 14:00:00,19.75,0.0,3.5,55.0,1.0,2.475,213.54,6.03,504666.0,10.5,1,-0.3500000000000001,-211.065,14.0,24017.0,-12325.0,1,40.910362
2022-10-23 11:00:00,19.525,0.0,5.175,66.0,0.8,1.5,230.79,15.83,476374.0,114.6,1,0.2000000000000001,-229.29,11.0,-27843.0,30420.66666666669,1,64.122734
2022-10-23 12:00:00,19.675,0.0,5.0,60.0,1.0,2.34,246.53,11.73,442088.0,0.0,0,-0.1749999999999998,-244.19,12.0,-34286.0,32138.33333333332,1,67.80738
2022-10-23 13:00:00,19.825,0.0,6.025,58.0,1.0,2.555,237.16,12.86,429030.0,0.0,0,1.0250000000000004,-234.605,13.0,-13058.0,20134.0,1,87.51647
2022-10-23 14:00:00,19.725,0.0,6.175,56.5,1.0,2.4,213.57,20.33,438547.0,0.0,0,0.1499999999999994,-211.17,14.0,9517.0,-1992.0,1,88.64444
2022-10-23 15:00:00,19.1,0.0,6.55,59.75,1.0,2.03,151.19,67.05,455707.0,0.0,0,0.375,-149.16,15.0,17160.0,-14612.333333333314,1,83.65389
2022-10-23 16:00:00,18.425,0.0,6.575,61.0,0.9,1.305,75.4,124.2,509514.0,93.7,1,0.0250000000000003,-74.095,16.0,53807.0,-41591.333333333314,1,63.941208
2022-10-24 09:00:00,16.5,0.0,6.075,53.75,0.775,0.89,174.95,139.69,597954.0,0.0,0,0.1500000000000003,-174.06,9.0,-6409.0,-5908.0,1,62.172657
2022-10-24 10:00:00,16.925,0.0,6.6,51.25,0.875,1.455,221.2,60.13,556339.0,72.5,1,0.5249999999999995,-219.745,10.0,-41615.0,29879.666666666628,1,92.979225
2022-10-24 11:00:00,17.025,0.0,6.15,49.5,0.95,2.075,255.55,18.04,515570.0,146.6,1,-0.4499999999999993,-253.475,11.0,-40769.0,41051.0,1,95.37051
2022-10-24 12:00:00,16.825,0.0,6.925,50.0,0.95,2.4,263.13,17.94,482906.0,192.3,1,0.7749999999999995,-260.73,12.0,-32664.0,35365.666666666686,1,109.43112
2022-10-24 13:00:00,17.075,0.0,6.6,48.25,0.975,2.505,252.22,17.9,468290.0,192.3,1,-0.3250000000000002,-249.715,13.0,-14616.0,20632.0,1,104.22628
2022-10-24 14:00:00,17.25,0.0,7.375,46.0,0.975,2.39,227.69,36.99,490578.0,192.3,1,0.7750000000000004,-225.3,14.0,22288.0,-9986.666666666686,1,114.584045
2022-10-24 15:00:00,16.65,0.0,6.85,46.0,1.0,2.07,169.86,107.27,505579.0,166.8,1,-0.5250000000000004,-167.79000000000002,15.0,15001.0,-17430.0,1,92.78931
2022-10-24 16:00:00,16.3,0.0,5.75,46.75,1.0,1.485,84.54,182.73,548703.0,85.0,1,-1.0999999999999996,-83.055,16.0,43124.0,-33749.666666666686,1,50.29204
2022-10-25 11:00:00,16.3,0.0,4.625,52.75,0.925,2.045,233.69,23.07,535569.0,5.8,1,0.3499999999999996,-231.645,11.0,-30907.0,32177.0,1,63.27971
2022-10-25 12:00:00,16.825,0.0,4.75,51.75,1.0,2.43,238.09,7.47,504195.0,60.3,1,0.125,-235.66,12.0,-31374.0,31218.33333333337,1,68.38737
2022-10-25 13:00:00,17.125,0.0,4.475,48.75,0.975,2.53,227.99,14.23,482874.0,68.6,1,-0.2750000000000003,-225.46,13.0,-21321.0,24672.0,1,63.370598
2022-10-25 14:00:00,17.1,0.0,4.775,47.5,0.95,2.38,209.67,34.78,496628.0,41.0,1,0.3000000000000007,-207.29,14.0,13754.0,-2062.333333333314,1,66.37054
2022-10-25 15:00:00,17.15,0.0,4.925,44.75,0.975,1.975,155.69,41.93,518381.0,3.2,1,0.1499999999999994,-153.715,15.0,21753.0,-19086.66666666669,1,65.73688
2022-10-28 12:00:00,19.975,0.0,3.975,58.0,0.975,2.35,238.65,5.86,495396.0,9.0,1,0.4750000000000001,-236.3,12.0,-29614.0,35142.33333333337,1,49.687546
2022-10-28 13:00:00,20.125,0.0,4.15,61.5,1.0,2.365,224.01,5.5,486766.0,9.0,1,0.1750000000000002,-221.645,13.0,-8630.0,15624.666666666686,1,50.064957
2022-10-28 14:00:00,20.175,0.0,4.2,60.5,0.975,2.305,194.12,8.9,505328.0,9.0,1,0.0499999999999998,-191.815,14.0,18562.0,-9498.0,1,48.934216
2022-10-29 12:00:00,21.275,0.0,4.725,62.5,0.75,2.135,161.27,53.53,510903.0,18.9,1,0.0999999999999996,-159.13500000000002,12.0,-23680.0,24079.33333333337,1,48.37826
2022-10-29 13:00:00,21.1,0.0,4.9,60.75,0.675,1.925,150.07,86.26,504310.0,16.6,1,0.1750000000000007,-148.14499999999998,13.0,-6593.0,12288.666666666686,1,45.38665
2022-10-29 14:00:00,21.1,0.0,4.925,59.5,0.6,1.36,119.7,84.01,518809.0,0.0,0,0.0249999999999994,-118.34,14.0,14499.0,-7468.333333333314,1,41.332767
2022-10-29 15:00:00,20.825,0.0,5.1,62.75,0.7,1.445,110.29,77.35,541513.0,0.0,0,0.1749999999999998,-108.845,15.0,22704.0,-19969.0,1,44.272106
2022-10-30 11:00:00,19.55,0.0,4.525,62.5,0.875,1.735,209.64,7.82,464374.0,71.5,1,-0.2249999999999996,-207.905,11.0,-29617.0,31257.33333333332,1,53.84006
2022-10-30 12:00:00,19.875,0.0,5.0,63.5,0.95,2.23,209.84,7.58,448692.0,71.5,1,0.4749999999999996,-207.61,12.0,-15682.0,20327.0,1,63.11594
2022-10-30 13:00:00,19.9,0.0,4.975,63.5,0.9,2.135,191.56,8.02,447525.0,71.5,1,-0.0250000000000003,-189.425,13.0,-1167.0,6005.333333333314,1,60.86732
2022-10-30 14:00:00,20.15,0.0,4.85,62.25,0.9,1.91,169.5,16.29,463266.0,71.5,1,-0.125,-167.59,14.0,15741.0,-10105.0,1,56.456715
2022-10-31 11:00:00,18.725,0.0,5.15,65.25,0.75,1.375,212.56,65.23,543897.0,2.0,1,0.0500000000000007,-211.185,11.0,-20182.0,22834.33333333337,1,55.069508
2022-10-31 12:00:00,19.15,0.0,5.0,62.75,0.825,1.79,226.17,24.76,516788.0,49.7,1,-0.1500000000000003,-224.38,12.0,-27109.0,24800.0,1,62.380642
2022-10-31 13:00:00,19.525,0.0,4.85,61.25,0.85,1.93,206.33,33.34,492610.0,89.1,1,-0.1500000000000003,-204.4,13.0,-24178.0,25155.0,1,58.268284
2022-10-31 14:00:00,19.55,0.0,4.6,60.5,0.925,1.845,170.26,69.84,518063.0,56.4,1,-0.25,-168.415,14.0,25453.0,-8909.333333333314,1,46.51612
2022-10-31 15:00:00,19.275,0.0,4.725,62.75,0.975,1.7,98.82,72.44,545643.0,4.1,1,0.125,-97.12,15.0,27580.0,-26871.0,1,40.911083
2022-11-01 11:00:00,19.575,0.0,4.0,56.5,1.0,2.03,248.32,27.36,547168.0,25.1,1,-0.0250000000000003,-246.29,11.0,-24662.0,30031.33333333337,1,49.99126
2022-11-01 12:00:00,20.025,0.0,4.05,54.25,1.0,2.33,255.31,6.93,519520.0,60.1,1,0.0499999999999998,-252.98,12.0,-27648.0,26652.666666666628,1,54.522713
2022-11-01 13:00:00,20.3,0.0,4.525,49.75,1.0,2.39,242.56,11.22,498563.0,73.7,1,0.4750000000000005,-240.17,13.0,-20957.0,23187.33333333332,1,64.498695
2022-11-01 14:00:00,20.325,0.0,4.225,52.75,1.0,2.245,209.79,47.24,522655.0,72.2,1,-0.3000000000000007,-207.545,14.0,24092.0,-9075.666666666686,1,51.719128
2022-11-01 15:00:00,20.0,0.0,4.7,56.5,1.0,1.86,146.11,71.83,545397.0,40.6,1,0.4750000000000005,-144.25,15.0,22742.0,-23192.0,1,48.910957
2022-11-02 13:00:00,19.55,0.0,3.975,65.25,1.0,2.38,230.38,10.7,510579.0,3.0,1,0.3999999999999999,-228.0,13.0,-14192.0,17269.0,1,45.03113
2022-11-03 12:00:00,19.575,0.0,3.0,42.0,1.0,2.44,263.02,2.55,514006.0,7.5,1,0.2250000000000001,-260.58,12.0,-23778.0,24990.666666666628,1,42.656796
2022-11-03 13:00:00,19.7,0.0,3.875,41.75,1.0,2.505,251.74,13.63,500260.0,8.6,1,0.875,-249.235,13.0,-13746.0,17090.0,1,57.43143
