거래일자,거래시간,지역,연료원,발전량(MWh)
2023-12-01,1,경기도,태양광,0.064607
2023-12-01,2,경기도,태양광,0.0006
2023-12-01,3,경기도,태양광,0
2023-12-01,4,경기도,태양광,0
2023-12-01,5,경기도,태양광,0
2023-12-01,6,경기도,태양광,0
2023-12-01,7,경기도,태양광,0
2023-12-01,8,경기도,태양광,1.340148
2023-12-01,9,경기도,태양광,30.79532
2023-12-01,10,경기도,태양광,101.361647
2023-12-01,11,경기도,태양광,153.788035
2023-12-01,12,경기도,태양광,186.840189
2023-12-01,13,경기도,태양광,198.052502
2023-12-01,14,경기도,태양광,188.474795
2023-12-01,15,경기도,태양광,156.223991
2023-12-01,16,경기도,태양광,92.707562
2023-12-01,17,경기도,태양광,33.150752
2023-12-01,18,경기도,태양광,16.890652
2023-12-01,19,경기도,태양광,18.903981
2023-12-01,20,경기도,태양광,17.87195
2023-12-01,21,경기도,태양광,12.561526
2023-12-01,22,경기도,태양광,8.069496
2023-12-01,23,경기도,태양광,4.695425
2023-12-01,24,경기도,태양광,0.942591
2023-12-01,1,강원도,태양광,0.473032
2023-12-01,2,강원도,태양광,0.0016
2023-12-01,3,강원도,태양광,0.0002
2023-12-01,4,강원도,태양광,0
2023-12-01,5,강원도,태양광,0
2023-12-01,6,강원도,태양광,0
2023-12-01,7,강원도,태양광,0
2023-12-01,8,강원도,태양광,3.986696
2023-12-01,9,강원도,태양광,63.740731
2023-12-01,10,강원도,태양광,187.465276
2023-12-01,11,강원도,태양광,269.928385
2023-12-01,12,강원도,태양광,322.1331
2023-12-01,13,강원도,태양광,336.535793
2023-12-01,14,강원도,태양광,327.797978
2023-12-01,15,강원도,태양광,269.844891
2023-12-01,16,강원도,태양광,154.987143
2023-12-01,17,강원도,태양광,62.845971
2023-12-01,18,강원도,태양광,48.836466
2023-12-01,19,강원도,태양광,65.308413
2023-12-01,20,강원도,태양광,67.848415
2023-12-01,21,강원도,태양광,43.042363
2023-12-01,22,강원도,태양광,20.831282
2023-12-01,23,강원도,태양광,10.32512
2023-12-01,24,강원도,태양광,3.776261
2023-12-01,1,경상남도,태양광,0.406352
2023-12-01,2,경상남도,태양광,0.0282
2023-12-01,3,경상남도,태양광,0.00096
2023-12-01,4,경상남도,태양광,0
2023-12-01,5,경상남도,태양광,0
2023-12-01,6,경상남도,태양광,0
2023-12-01,7,경상남도,태양광,0
2023-12-01,8,경상남도,태양광,4.70773
2023-12-01,9,경상남도,태양광,62.279218
2023-12-01,10,경상남도,태양광,152.145283
2023-12-01,11,경상남도,태양광,199.432065
2023-12-01,12,경상남도,태양광,222.970182
2023-12-01,13,경상남도,태양광,238.470943
2023-12-01,14,경상남도,태양광,239.195824
2023-12-01,15,경상남도,태양광,220.489256
2023-12-01,16,경상남도,태양광,140.325694
2023-12-01,17,경상남도,태양광,49.954217
2023-12-01,18,경상남도,태양광,24.428304
2023-12-01,19,경상남도,태양광,29.553435
2023-12-01,20,경상남도,태양광,26.555191
2023-12-01,21,경상남도,태양광,18.353355
2023-12-01,22,경상남도,태양광,10.860018
2023-12-01,23,경상남도,태양광,4.034224
2023-12-01,24,경상남도,태양광,0.981428
2023-12-01,1,경상북도,태양광,0.204335
2023-12-01,2,경상북도,태양광,0.034215
2023-12-01,3,경상북도,태양광,0.0108
2023-12-01,4,경상북도,태양광,0
2023-12-01,5,경상북도,태양광,0
2023-12-01,6,경상북도,태양광,0
2023-12-01,7,경상북도,태양광,0
2023-12-01,8,경상북도,태양광,6.92411
2023-12-01,9,경상북도,태양광,94.76601
2023-12-01,10,경상북도,태양광,251.79388
2023-12-01,11,경상북도,태양광,354.965123
2023-12-01,12,경상북도,태양광,417.220422
2023-12-01,13,경상북도,태양광,441.494862
2023-12-01,14,경상북도,태양광,432.309206
2023-12-01,15,경상북도,태양광,367.893159
2023-12-01,16,경상북도,태양광,226.032422
2023-12-01,17,경상북도,태양광,78.433509
2023-12-01,18,경상북도,태양광,34.815406
2023-12-01,19,경상북도,태양광,65.844999
2023-12-01,20,경상북도,태양광,68.985373
2023-12-01,21,경상북도,태양광,53.266185
2023-12-01,22,경상북도,태양광,31.58664
2023-12-01,23,경상북도,태양광,10.291504
2023-12-01,24,경상북도,태양광,1.711676
2023-12-01,1,전라남도,태양광,0.537928
2023-12-01,2,전라남도,태양광,0.144976
2023-12-01,3,전라남도,태양광,0
2023-12-01,4,전라남도,태양광,0
2023-12-01,5,전라남도,태양광,0
2023-12-01,6,전라남도,태양광,0
2023-12-01,7,전라남도,태양광,0
2023-12-01,8,전라남도,태양광,7.202173
2023-12-01,9,전라남도,태양광,74.009772
2023-12-01,10,전라남도,태양광,236.661955
2023-12-01,11,전라남도,태양광,497.01473
2023-12-01,12,전라남도,태양광,628.094297
2023-12-01,13,전라남도,태양광,728.007218
2023-12-01,14,전라남도,태양광,795.308707
2023-12-01,15,전라남도,태양광,822.115858
2023-12-01,16,전라남도,태양광,666.158296
2023-12-01,17,전라남도,태양광,594.112221
2023-12-01,18,전라남도,태양광,486.549279
2023-12-01,19,전라남도,태양광,251.706546
2023-12-01,20,전라남도,태양광,70.133276
2023-12-01,21,전라남도,태양광,38.418301
2023-12-01,22,전라남도,태양광,12.834514
2023-12-01,23,전라남도,태양광,3.170945
2023-12-01,24,전라남도,태양광,0.141224
2023-12-01,1,전라북도,태양광,0.812678
2023-12-01,2,전라북도,태양광,0.409252
2023-12-01,3,전라북도,태양광,0.030904
2023-12-01,4,전라북도,태양광,0.023916
2023-12-01,5,전라북도,태양광,0
2023-12-01,6,전라북도,태양광,0
2023-12-01,7,전라북도,태양광,0
2023-12-01,8,전라북도,태양광,1.115447
2023-12-01,9,전라북도,태양광,19.273785
2023-12-01,10,전라북도,태양광,44.472937
2023-12-01,11,전라북도,태양광,72.537412
2023-12-01,12,전라북도,태양광,166.496646
2023-12-01,13,전라북도,태양광,176.995589
2023-12-01,14,전라북도,태양광,175.816284
2023-12-01,15,전라북도,태양광,117.160932
2023-12-01,16,전라북도,태양광,67.227003
2023-12-01,17,전라북도,태양광,48.293625
2023-12-01,18,전라북도,태양광,39.839348
2023-12-01,19,전라북도,태양광,39.222158
2023-12-01,20,전라북도,태양광,23.82939
2023-12-01,21,전라북도,태양광,12.162763
2023-12-01,22,전라북도,태양광,3.731393
2023-12-01,23,전라북도,태양광,2.038796
2023-12-01,24,전라북도,태양광,0.919844
2023-12-01,1,충청남도,태양광,0.71632
2023-12-01,2,충청남도,태양광,0.38028
2023-12-01,3,충청남도,태양광,0.0214
2023-12-01,4,충청남도,태양광,0.00008
2023-12-01,5,충청남도,태양광,0.00016
2023-12-01,6,충청남도,태양광,0.00016
2023-12-01,7,충청남도,태양광,0.00024
2023-12-01,8,충청남도,태양광,2.902916
2023-12-01,9,충청남도,태양광,62.957022
2023-12-01,10,충청남도,태양광,227.849579
2023-12-01,11,충청남도,태양광,416.636397
2023-12-01,12,충청남도,태양광,445.404235
2023-12-01,13,충청남도,태양광,439.637575
2023-12-01,14,충청남도,태양광,395.642356
2023-12-01,15,충청남도,태양광,336.815128
2023-12-01,16,충청남도,태양광,174.579871
2023-12-01,17,충청남도,태양광,129.732064
2023-12-01,18,충청남도,태양광,114.048345
2023-12-01,19,충청남도,태양광,102.481747
2023-12-01,20,충청남도,태양광,57.438302
2023-12-01,21,충청남도,태양광,27.758847
2023-12-01,22,충청남도,태양광,14.17012
2023-12-01,23,충청남도,태양광,5.081936
2023-12-01,24,충청남도,태양광,1.35274
2023-12-01,1,충청북도,태양광,0.3258
2023-12-01,2,충청북도,태양광,0
2023-12-01,3,충청북도,태양광,0
2023-12-01,4,충청북도,태양광,0.2448
2023-12-01,5,충청북도,태양광,0.2644
2023-12-01,6,충청북도,태양광,0.2634
2023-12-01,7,충청북도,태양광,0.1112
2023-12-01,8,충청북도,태양광,1.634829
2023-12-01,9,충청북도,태양광,27.987457
2023-12-01,10,충청북도,태양광,85.149825
2023-12-01,11,충청북도,태양광,132.872944
2023-12-01,12,충청북도,태양광,162.499399
2023-12-01,13,충청북도,태양광,172.622663
2023-12-01,14,충청북도,태양광,171.844876
2023-12-01,15,충청북도,태양광,148.408321
2023-12-01,16,충청북도,태양광,92.804203
2023-12-01,17,충청북도,태양광,54.099135
2023-12-01,18,충청북도,태양광,41.381097
2023-12-01,19,충청북도,태양광,44.610134
2023-12-01,20,충청북도,태양광,38.390319
2023-12-01,21,충청북도,태양광,18.664268
2023-12-01,22,충청북도,태양광,7.962378
2023-12-01,23,충청북도,태양광,4.41456
2023-12-01,24,충청북도,태양광,1.857244
2023-12-01,1,제주도,태양광,0.0004
2023-12-01,2,제주도,태양광,0.057712
2023-12-01,3,제주도,태양광,0.000376
2023-12-01,4,제주도,태양광,0.000384
2023-12-01,5,제주도,태양광,0.000264
2023-12-01,6,제주도,태양광,0.000208
2023-12-01,7,제주도,태양광,0.000192
2023-12-01,8,제주도,태양광,1.746946
2023-12-01,9,제주도,태양광,10.695333
2023-12-01,10,제주도,태양광,18.761737
2023-12-01,11,제주도,태양광,43.263094
2023-12-01,12,제주도,태양광,46.049815
2023-12-01,13,제주도,태양광,52.856131
2023-12-01,14,제주도,태양광,38.165245
2023-12-01,15,제주도,태양광,16.932565
2023-12-01,16,제주도,태양광,18.848379
2023-12-01,17,제주도,태양광,9.149838
2023-12-01,18,제주도,태양광,0.812115
2023-12-01,19,제주도,태양광,0.737164
2023-12-01,20,제주도,태양광,0.388185
2023-12-01,21,제주도,태양광,0.018384
2023-12-01,22,제주도,태양광,0.000376
2023-12-01,23,제주도,태양광,0.000392
2023-12-01,24,제주도,태양광,0.000392
2023-12-01,1,서울시,태양광,0
2023-12-01,2,서울시,태양광,0
2023-12-01,3,서울시,태양광,0
2023-12-01,4,서울시,태양광,0
2023-12-01,5,서울시,태양광,0
2023-12-01,6,서울시,태양광,0
2023-12-01,7,서울시,태양광,0
2023-12-01,8,서울시,태양광,0.050931
2023-12-01,9,서울시,태양광,1.76745
2023-12-01,10,서울시,태양광,5.56298
2023-12-01,11,서울시,태양광,8.94752
2023-12-01,12,서울시,태양광,10.800604
2023-12-01,13,서울시,태양광,11.339058
2023-12-01,14,서울시,태양광,10.531718
2023-12-01,15,서울시,태양광,8.79575
2023-12-01,16,서울시,태양광,5.199597
2023-12-01,17,서울시,태양광,1.050887
2023-12-01,18,서울시,태양광,0.010955
2023-12-01,19,서울시,태양광,0.04896
2023-12-01,20,서울시,태양광,0.1048
2023-12-01,21,서울시,태양광,0.10752
2023-12-01,22,서울시,태양광,0.10752
2023-12-01,23,서울시,태양광,0.03004
2023-12-01,24,서울시,태양광,0
2023-12-01,1,인천시,태양광,0
2023-12-01,2,인천시,태양광,0
2023-12-01,3,인천시,태양광,0
2023-12-01,4,인천시,태양광,0
2023-12-01,5,인천시,태양광,0
2023-12-01,6,인천시,태양광,0
2023-12-01,7,인천시,태양광,0
2023-12-01,8,인천시,태양광,0.15642
2023-12-01,9,인천시,태양광,4.689588
2023-12-01,10,인천시,태양광,14.905006
2023-12-01,11,인천시,태양광,22.486597
2023-12-01,12,인천시,태양광,28.503849
2023-12-01,13,인천시,태양광,29.720068
2023-12-01,14,인천시,태양광,29.079833
2023-12-01,15,인천시,태양광,25.523651
2023-12-01,16,인천시,태양광,15.516317
2023-12-01,17,인천시,태양광,8.897644
2023-12-01,18,인천시,태양광,6.447613
2023-12-01,19,인천시,태양광,3.201779
2023-12-01,20,인천시,태양광,2.5947
2023-12-01,21,인천시,태양광,2.132468
2023-12-01,22,인천시,태양광,0.593915
2023-12-01,23,인천시,태양광,0.05088
2023-12-01,24,인천시,태양광,0
2023-12-01,1,대전시,태양광,0
2023-12-01,2,대전시,태양광,0
2023-12-01,3,대전시,태양광,0
2023-12-01,4,대전시,태양광,0
2023-12-01,5,대전시,태양광,0
2023-12-01,6,대전시,태양광,0
2023-12-01,7,대전시,태양광,0
2023-12-01,8,대전시,태양광,0.047912
2023-12-01,9,대전시,태양광,1.453855
2023-12-01,10,대전시,태양광,4.109146
2023-12-01,11,대전시,태양광,6.358404
2023-12-01,12,대전시,태양광,7.658241
2023-12-01,13,대전시,태양광,7.947393
2023-12-01,14,대전시,태양광,7.188504
2023-12-01,15,대전시,태양광,5.979112
2023-12-01,16,대전시,태양광,3.803602
2023-12-01,17,대전시,태양광,1.007682
2023-12-01,18,대전시,태양광,0.007821
2023-12-01,19,대전시,태양광,0
2023-12-01,20,대전시,태양광,0
2023-12-01,21,대전시,태양광,0
2023-12-01,22,대전시,태양광,0
2023-12-01,23,대전시,태양광,0
2023-12-01,24,대전시,태양광,0
2023-12-01,1,광주시,태양광,0
2023-12-01,2,광주시,태양광,0
2023-12-01,3,광주시,태양광,0
2023-12-01,4,광주시,태양광,0
2023-12-01,5,광주시,태양광,0
2023-12-01,6,광주시,태양광,0
2023-12-01,7,광주시,태양광,0
2023-12-01,8,광주시,태양광,0.02198
2023-12-01,9,광주시,태양광,1.36298
2023-12-01,10,광주시,태양광,6.709635
2023-12-01,11,광주시,태양광,18.419828
2023-12-01,12,광주시,태양광,18.983638
2023-12-01,13,광주시,태양광,18.159655
2023-12-01,14,광주시,태양광,23.843195
2023-12-01,15,광주시,태양광,26.249714
2023-12-01,16,광주시,태양광,11.576963
2023-12-01,17,광주시,태양광,6.594011
2023-12-01,18,광주시,태양광,2.012191
2023-12-01,19,광주시,태양광,1.42384
2023-12-01,20,광주시,태양광,1.05064
2023-12-01,21,광주시,태양광,0.66366
2023-12-01,22,광주시,태양광,0.1011
2023-12-01,23,광주시,태양광,0.00216
2023-12-01,24,광주시,태양광,0.00072
2023-12-01,1,대구시,태양광,0
2023-12-01,2,대구시,태양광,0
2023-12-01,3,대구시,태양광,0
2023-12-01,4,대구시,태양광,0
2023-12-01,5,대구시,태양광,0
2023-12-01,6,대구시,태양광,0
2023-12-01,7,대구시,태양광,0
2023-12-01,8,대구시,태양광,0.443171
2023-12-01,9,대구시,태양광,7.19375
2023-12-01,10,대구시,태양광,18.803892
2023-12-01,11,대구시,태양광,26.621171
2023-12-01,12,대구시,태양광,31.429097
2023-12-01,13,대구시,태양광,33.238605
2023-12-01,14,대구시,태양광,31.840664
2023-12-01,15,대구시,태양광,26.758349
2023-12-01,16,대구시,태양광,15.300388
2023-12-01,17,대구시,태양광,6.690783
2023-12-01,18,대구시,태양광,3.198756
2023-12-01,19,대구시,태양광,3.582468
2023-12-01,20,대구시,태양광,1.442256
2023-12-01,21,대구시,태양광,0.68638
2023-12-01,22,대구시,태양광,0.08448
2023-12-01,23,대구시,태양광,0
2023-12-01,24,대구시,태양광,0
2023-12-01,1,세종시,태양광,0
2023-12-01,2,세종시,태양광,0
2023-12-01,3,세종시,태양광,0
2023-12-01,4,세종시,태양광,0
2023-12-01,5,세종시,태양광,0
2023-12-01,6,세종시,태양광,0
2023-12-01,7,세종시,태양광,0
2023-12-01,8,세종시,태양광,0.136375
2023-12-01,9,세종시,태양광,2.716032
2023-12-01,10,세종시,태양광,7.380911
2023-12-01,11,세종시,태양광,12.426884
2023-12-01,12,세종시,태양광,15.709166
2023-12-01,13,세종시,태양광,17.450913
2023-12-01,14,세종시,태양광,16.55694
2023-12-01,15,세종시,태양광,12.990474
2023-12-01,16,세종시,태양광,7.664218
2023-12-01,17,세종시,태양광,3.473894
2023-12-01,18,세종시,태양광,1.668797
2023-12-01,19,세종시,태양광,1.632025
2023-12-01,20,세종시,태양광,1.544067
2023-12-01,21,세종시,태양광,0.736867
2023-12-01,22,세종시,태양광,0
2023-12-01,23,세종시,태양광,0
2023-12-01,24,세종시,태양광,0
2023-12-01,1,울산시,태양광,0
2023-12-01,2,울산시,태양광,0
2023-12-01,3,울산시,태양광,0
2023-12-01,4,울산시,태양광,0
2023-12-01,5,울산시,태양광,0
2023-12-01,6,울산시,태양광,0
2023-12-01,7,울산시,태양광,0
2023-12-01,8,울산시,태양광,0.586279
2023-12-01,9,울산시,태양광,7.224761
2023-12-01,10,울산시,태양광,19.418789
2023-12-01,11,울산시,태양광,27.516697
2023-12-01,12,울산시,태양광,31.758994
2023-12-01,13,울산시,태양광,32.799538
2023-12-01,14,울산시,태양광,30.13806
2023-12-01,15,울산시,태양광,24.278018
2023-12-01,16,울산시,태양광,13.49907
2023-12-01,17,울산시,태양광,2.854341
2023-12-01,18,울산시,태양광,0.205256
2023-12-01,19,울산시,태양광,0.22796
2023-12-01,20,울산시,태양광,0.40332
2023-12-01,21,울산시,태양광,0.40472
2023-12-01,22,울산시,태양광,0.37828
2023-12-01,23,울산시,태양광,0.18772
2023-12-01,24,울산시,태양광,0.01224
2023-12-01,1,부산시,태양광,0
2023-12-01,2,부산시,태양광,0
2023-12-01,3,부산시,태양광,0
2023-12-01,4,부산시,태양광,0
2023-12-01,5,부산시,태양광,0
2023-12-01,6,부산시,태양광,0
2023-12-01,7,부산시,태양광,0
2023-12-01,8,부산시,태양광,1.52646
2023-12-01,9,부산시,태양광,16.6434
2023-12-01,10,부산시,태양광,40.249518
2023-12-01,11,부산시,태양광,55.863296
2023-12-01,12,부산시,태양광,64.888311
2023-12-01,13,부산시,태양광,66.803824
2023-12-01,14,부산시,태양광,61.422061
2023-12-01,15,부산시,태양광,49.948633
2023-12-01,16,부산시,태양광,29.129634
2023-12-01,17,부산시,태양광,7.971123
2023-12-01,18,부산시,태양광,2.247933
2023-12-01,19,부산시,태양광,2.854412
2023-12-01,20,부산시,태양광,3.117308
2023-12-01,21,부산시,태양광,2.132216
2023-12-01,22,부산시,태양광,0.30528
2023-12-01,23,부산시,태양광,0.0461
2023-12-01,24,부산시,태양광,0.00584
2023-12-02,1,경기도,태양광,0.056096
2023-12-02,2,경기도,태양광,0
2023-12-02,3,경기도,태양광,0
2023-12-02,4,경기도,태양광,0
2023-12-02,5,경기도,태양광,0
2023-12-02,6,경기도,태양광,0
2023-12-02,7,경기도,태양광,0
2023-12-02,8,경기도,태양광,0.24191
2023-12-02,9,경기도,태양광,10.232229
2023-12-02,10,경기도,태양광,38.637975
2023-12-02,11,경기도,태양광,65.287132
2023-12-02,12,경기도,태양광,100.583906
2023-12-02,13,경기도,태양광,124.85962
2023-12-02,14,경기도,태양광,140.154004
2023-12-02,15,경기도,태양광,108.259265
2023-12-02,16,경기도,태양광,56.396643
2023-12-02,17,경기도,태양광,22.098307
2023-12-02,18,경기도,태양광,13.719947
2023-12-02,19,경기도,태양광,11.581218
2023-12-02,20,경기도,태양광,8.587952
2023-12-02,21,경기도,태양광,6.474884
2023-12-02,22,경기도,태양광,4.246655
2023-12-02,23,경기도,태양광,2.244592
2023-12-02,24,경기도,태양광,0.189692
2023-12-02,1,강원도,태양광,0.380696
2023-12-02,2,강원도,태양광,0.0018
2023-12-02,3,강원도,태양광,0.0002
2023-12-02,4,강원도,태양광,0
2023-12-02,5,강원도,태양광,0
2023-12-02,6,강원도,태양광,0
2023-12-02,7,강원도,태양광,0
2023-12-02,8,강원도,태양광,2.72652
2023-12-02,9,강원도,태양광,35.265606
2023-12-02,10,강원도,태양광,80.977313
2023-12-02,11,강원도,태양광,128.961633
2023-12-02,12,강원도,태양광,169.320196
2023-12-02,13,강원도,태양광,212.050091
2023-12-02,14,강원도,태양광,178.279585
2023-12-02,15,강원도,태양광,112.859142
2023-12-02,16,강원도,태양광,73.656987
2023-12-02,17,강원도,태양광,48.021489
2023-12-02,18,강원도,태양광,35.176101
2023-12-02,19,강원도,태양광,41.150194
2023-12-02,20,강원도,태양광,29.315472
2023-12-02,21,강원도,태양광,18.169882
2023-12-02,22,강원도,태양광,9.952169
2023-12-02,23,강원도,태양광,2.156644
2023-12-02,24,강원도,태양광,0.07784
2023-12-02,1,경상남도,태양광,0.10296
2023-12-02,2,경상남도,태양광,0
2023-12-02,3,경상남도,태양광,0
2023-12-02,4,경상남도,태양광,0
2023-12-02,5,경상남도,태양광,0
2023-12-02,6,경상남도,태양광,0
2023-12-02,7,경상남도,태양광,0
2023-12-02,8,경상남도,태양광,4.199565
2023-12-02,9,경상남도,태양광,61.385662
2023-12-02,10,경상남도,태양광,159.060247
2023-12-02,11,경상남도,태양광,225.918822
2023-12-02,12,경상남도,태양광,257.941131
2023-12-02,13,경상남도,태양광,267.594282
2023-12-02,14,경상남도,태양광,242.821476
2023-12-02,15,경상남도,태양광,183.92047
2023-12-02,16,경상남도,태양광,99.249964
2023-12-02,17,경상남도,태양광,36.559657
2023-12-02,18,경상남도,태양광,24.03175
2023-12-02,19,경상남도,태양광,28.787842
2023-12-02,20,경상남도,태양광,25.972481
2023-12-02,21,경상남도,태양광,20.448914
2023-12-02,22,경상남도,태양광,11.667329
2023-12-02,23,경상남도,태양광,3.664169
2023-12-02,24,경상남도,태양광,0.714468
2023-12-02,1,경상북도,태양광,0.119855
2023-12-02,2,경상북도,태양광,0.032567
2023-12-02,3,경상북도,태양광,0.01152
2023-12-02,4,경상북도,태양광,0
2023-12-02,5,경상북도,태양광,0
2023-12-02,6,경상북도,태양광,0
2023-12-02,7,경상북도,태양광,0
2023-12-02,8,경상북도,태양광,4.743562
2023-12-02,9,경상북도,태양광,61.958639
2023-12-02,10,경상북도,태양광,163.238743
2023-12-02,11,경상북도,태양광,234.658445
2023-12-02,12,경상북도,태양광,262.697143
2023-12-02,13,경상북도,태양광,275.841575
2023-12-02,14,경상북도,태양광,225.751139
2023-12-02,15,경상북도,태양광,172.013232
2023-12-02,16,경상북도,태양광,132.219043
2023-12-02,17,경상북도,태양광,55.929477
2023-12-02,18,경상북도,태양광,31.142
2023-12-02,19,경상북도,태양광,53.678111
2023-12-02,20,경상북도,태양광,44.769433
2023-12-02,21,경상북도,태양광,26.22213
2023-12-02,22,경상북도,태양광,8.662184
2023-12-02,23,경상북도,태양광,2.367301
2023-12-02,24,경상북도,태양광,0.88963
2023-12-02,1,전라남도,태양광,0.069064
2023-12-02,2,전라남도,태양광,0.00144
2023-12-02,3,전라남도,태양광,0.00004
2023-12-02,4,전라남도,태양광,0
2023-12-02,5,전라남도,태양광,0
2023-12-02,6,전라남도,태양광,0
2023-12-02,7,전라남도,태양광,0
2023-12-02,8,전라남도,태양광,9.370222
2023-12-02,9,전라남도,태양광,111.509224
2023-12-02,10,전라남도,태양광,183.824598
2023-12-02,11,전라남도,태양광,251.044383
2023-12-02,12,전라남도,태양광,299.812786
2023-12-02,13,전라남도,태양광,378.262123
2023-12-02,14,전라남도,태양광,353.144842
2023-12-02,15,전라남도,태양광,234.455403
2023-12-02,16,전라남도,태양광,178.627854
2023-12-02,17,전라남도,태양광,399.425844
2023-12-02,18,전라남도,태양광,56.671135
2023-12-02,19,전라남도,태양광,29.441658
2023-12-02,20,전라남도,태양광,13.293164
2023-12-02,21,전라남도,태양광,5.604915
2023-12-02,22,전라남도,태양광,1.025008
2023-12-02,23,전라남도,태양광,0.06576
2023-12-02,24,전라남도,태양광,0.006888
2023-12-02,1,전라북도,태양광,0.614372
2023-12-02,2,전라북도,태양광,0.1156
2023-12-02,3,전라북도,태양광,0
2023-12-02,4,전라북도,태양광,0
2023-12-02,5,전라북도,태양광,0
2023-12-02,6,전라북도,태양광,0
2023-12-02,7,전라북도,태양광,0
2023-12-02,8,전라북도,태양광,1.90919
2023-12-02,9,전라북도,태양광,26.161364
2023-12-02,10,전라북도,태양광,70.982196
2023-12-02,11,전라북도,태양광,106.145293
2023-12-02,12,전라북도,태양광,117.256746
2023-12-02,13,전라북도,태양광,87.141874
2023-12-02,14,전라북도,태양광,148.563502
2023-12-02,15,전라북도,태양광,122.817062
2023-12-02,16,전라북도,태양광,38.917847
2023-12-02,17,전라북도,태양광,33.110234
2023-12-02,18,전라북도,태양광,19.453166
2023-12-02,19,전라북도,태양광,9.770325
2023-12-02,20,전라북도,태양광,4.080378
2023-12-02,21,전라북도,태양광,2.085112
2023-12-02,22,전라북도,태양광,0.399136
2023-12-02,23,전라북도,태양광,0.47184
2023-12-02,24,전라북도,태양광,0.39628
2023-12-02,1,충청남도,태양광,0.68516
2023-12-02,2,충청남도,태양광,0.25208
2023-12-02,3,충청남도,태양광,0.00028
2023-12-02,4,충청남도,태양광,0.00016
2023-12-02,5,충청남도,태양광,0.00016
2023-12-02,6,충청남도,태양광,0.0002
2023-12-02,7,충청남도,태양광,0.00024
2023-12-02,8,충청남도,태양광,0.95128
2023-12-02,9,충청남도,태양광,29.449125
2023-12-02,10,충청남도,태양광,82.061493
2023-12-02,11,충청남도,태양광,149.965676
2023-12-02,12,충청남도,태양광,423.842755
2023-12-02,13,충청남도,태양광,517.618053
2023-12-02,14,충청남도,태양광,378.190895
2023-12-02,15,충청남도,태양광,200.072687
2023-12-02,16,충청남도,태양광,97.161138
2023-12-02,17,충청남도,태양광,125.68004
2023-12-02,18,충청남도,태양광,114.240231
2023-12-02,19,충청남도,태양광,96.273425
2023-12-02,20,충청남도,태양광,25.829393
2023-12-02,21,충청남도,태양광,13.685239
2023-12-02,22,충청남도,태양광,6.001176
2023-12-02,23,충청남도,태양광,1.58696
2023-12-02,24,충청남도,태양광,0.401288
2023-12-02,1,충청북도,태양광,0.413
2023-12-02,2,충청북도,태양광,0.00524
2023-12-02,3,충청북도,태양광,0
2023-12-02,4,충청북도,태양광,0.245
2023-12-02,5,충청북도,태양광,0.2646
2023-12-02,6,충청북도,태양광,0.0572
2023-12-02,7,충청북도,태양광,0
2023-12-02,8,충청북도,태양광,0.552936
2023-12-02,9,충청북도,태양광,12.22682
2023-12-02,10,충청북도,태양광,32.306078
2023-12-02,11,충청북도,태양광,41.888796
2023-12-02,12,충청북도,태양광,47.948454
2023-12-02,13,충청북도,태양광,52.926777
2023-12-02,14,충청북도,태양광,95.242894
2023-12-02,15,충청북도,태양광,93.391721
2023-12-02,16,충청북도,태양광,54.685352
2023-12-02,17,충청북도,태양광,40.9294
2023-12-02,18,충청북도,태양광,28.055145
2023-12-02,19,충청북도,태양광,13.491106
2023-12-02,20,충청북도,태양광,5.066914
2023-12-02,21,충청북도,태양광,3.430484
2023-12-02,22,충청북도,태양광,1.57218
2023-12-02,23,충청북도,태양광,0.18432
2023-12-02,24,충청북도,태양광,0.00244
2023-12-02,1,제주도,태양광,0.000352
2023-12-02,2,제주도,태양광,0.000344
2023-12-02,3,제주도,태양광,0.000384
2023-12-02,4,제주도,태양광,0.000384
2023-12-02,5,제주도,태양광,0.000384
2023-12-02,6,제주도,태양광,0.000376
2023-12-02,7,제주도,태양광,0.000336
2023-12-02,8,제주도,태양광,1.576067
2023-12-02,9,제주도,태양광,32.010849
2023-12-02,10,제주도,태양광,73.16792
2023-12-02,11,제주도,태양광,91.447371
2023-12-02,12,제주도,태양광,121.940765
2023-12-02,13,제주도,태양광,121.744318
2023-12-02,14,제주도,태양광,71.922057
2023-12-02,15,제주도,태양광,54.648981
2023-12-02,16,제주도,태양광,32.804735
2023-12-02,17,제주도,태양광,13.742457
2023-12-02,18,제주도,태양광,1.564374
2023-12-02,19,제주도,태양광,1.947543
2023-12-02,20,제주도,태양광,2.788077
2023-12-02,21,제주도,태양광,0.664405
2023-12-02,22,제주도,태양광,0.000432
2023-12-02,23,제주도,태양광,0.000464
2023-12-02,24,제주도,태양광,0.000448
2023-12-02,1,서울시,태양광,0
2023-12-02,2,서울시,태양광,0
2023-12-02,3,서울시,태양광,0
2023-12-02,4,서울시,태양광,0
2023-12-02,5,서울시,태양광,0
2023-12-02,6,서울시,태양광,0
2023-12-02,7,서울시,태양광,0
2023-12-02,8,서울시,태양광,0.007249
2023-12-02,9,서울시,태양광,0.618323
2023-12-02,10,서울시,태양광,2.468395
2023-12-02,11,서울시,태양광,5.951016
2023-12-02,12,서울시,태양광,7.998342
2023-12-02,13,서울시,태양광,4.209994
2023-12-02,14,서울시,태양광,5.59403
2023-12-02,15,서울시,태양광,5.261415
2023-12-02,16,서울시,태양광,3.421802
