datetime,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),태양광발전량(MWh),풍력발전량(MWh),전력수요(MWh),출력제한량,출력제한여부,풍속_증감량,일사_예측오차대응,시간대,전력수요_증감,전력수요_기준편차,발생예측,전일_출력제한량,출력제한_변화율,전일_태양광,전일_풍력,출력비율
2022-01-16 02:00:00,8.175,0.0,4.475,78.75,0.0,0.0,1.01,40.19,760858.0,0.0,0,3.0249999999999995,-1.01,2.0,-37616.0,1979.333333333372,0,0.0,0.0,1.02,18.1,0.0
2022-01-16 03:00:00,8.275,0.2,4.725,79.0,0.0,0.0,0.31,60.09,729180.0,0.0,0,0.25,-0.31,3.0,-31678.0,33657.33333333337,0,0.0,0.0,1.01,40.19,0.0
2022-01-16 04:00:00,8.825,0.0,5.475,74.0,0.0,0.0,0.08,85.29,711370.0,0.0,0,0.75,-0.08,4.0,-17810.0,22432.666666666628,0,0.0,0.0,0.31,60.09,0.0
2022-01-16 05:00:00,8.85,0.0,4.8,71.25,0.0,0.0,0.05,104.41,708541.0,0.0,0,-0.6749999999999998,-0.05,5.0,-2829.0,7822.666666666628,0,0.0,0.0,0.08,85.29,0.0
2022-01-16 06:00:00,8.75,0.0,5.4,67.0,0.0,0.0,0.02,71.61,723992.0,0.0,0,0.6000000000000005,-0.02,6.0,15451.0,-9357.666666666628,0,0.0,0.0,0.05,104.41,0.0
2022-01-16 07:00:00,8.75,0.0,4.375,66.5,0.0,0.0,0.16,81.21,748268.0,0.0,0,-1.0250000000000004,-0.16,7.0,24276.0,-21334.33333333337,0,0.0,0.0,0.02,71.61,0.0
2022-01-16 08:00:00,8.55,0.0,4.825,68.0,0.0,0.0,8.75,100.91,767945.0,0.0,0,0.4500000000000002,-8.75,8.0,19677.0,-21210.0,0,0.0,0.0,0.16,81.21,0.0
2022-01-16 09:00:00,8.75,0.0,5.675,70.75,0.0,0.06,25.75,80.14,774824.0,0.0,0,0.8499999999999996,-25.69,9.0,6879.0,-11145.0,0,0.0,0.0,8.75,100.91,0.0
2022-01-16 10:00:00,8.775,0.0,4.7,70.0,0.2,0.365,88.06,87.63,757403.0,0.0,0,-0.9749999999999996,-87.69500000000001,10.0,-17421.0,9321.0,0,0.0,0.0,25.75,80.14,0.0
2022-01-16 11:00:00,9.5,0.0,5.9,63.75,0.55,0.85,124.75,130.98,662455.0,0.0,0,1.2000000000000002,-123.9,11.0,-94948.0,69105.66666666663,1,0.0,0.0,88.06,87.63,0.0
2022-01-16 12:00:00,9.625,0.0,6.275,59.25,0.7,0.98,129.97,168.76,627796.0,0.0,0,0.375,-128.99,12.0,-34659.0,54755.33333333337,1,0.0,0.0,124.75,130.98,0.0
2022-01-16 13:00:00,9.55,0.0,6.95,56.5,0.75,1.06,144.82,148.79,617693.0,11.1,1,0.6749999999999998,-143.76,13.0,-10103.0,18288.33333333337,1,0.0,111000000.0,129.97,168.76,0.03780525185184249
2022-01-16 14:00:00,9.275,0.0,6.575,55.0,0.8,1.365,127.87,139.24,594777.0,55.9,1,-0.375,-126.505,14.0,-22916.0,18645.0,1,11.1,4.036035999675351,144.82,148.79,0.20927707678137203
2022-01-16 15:00:00,7.875,0.0,6.4,57.75,0.775,1.17,100.36,169.43,609582.0,56.3,1,-0.1749999999999998,-99.19,15.0,14805.0,-2231.333333333372,1,55.9,0.007155635049811003,127.87,139.24,0.20868082575014607
2022-01-16 16:00:00,7.4,0.0,6.2,54.0,0.775,0.845,44.53,187.32,646139.0,9.0,1,-0.2000000000000001,-43.685,16.0,36557.0,-29306.33333333337,0,56.3,-0.8401420944224829,100.36,169.43,0.03881820140659124
2022-01-16 17:00:00,6.3,0.0,5.925,59.75,0.7,0.3,7.2,198.79,746150.0,0.0,0,-0.2750000000000003,-6.9,17.0,100011.0,-78859.66666666663,0,9.0,-0.9999999888888891,44.53,187.32,0.0
2022-01-16 18:00:00,5.65,0.0,6.4,60.5,0.275,0.045,3.61,224.3,885492.0,0.0,0,0.4750000000000005,-3.565,18.0,139342.0,-126231.66666666664,0,0.0,0.0,7.2,198.79,0.0
2022-01-16 19:00:00,5.225,0.0,6.1,62.25,0.0,0.0,6.92,219.09,961137.0,0.0,0,-0.3000000000000007,-6.92,19.0,75645.0,-96877.33333333336,0,0.0,0.0,3.61,224.3,0.0
2022-01-16 20:00:00,4.875,0.0,5.425,63.5,0.0,0.0,5.47,182.65,965285.0,0.0,0,-0.6749999999999998,-5.47,20.0,4148.0,-27980.33333333337,0,0.0,0.0,6.92,219.09,0.0
2022-01-16 21:00:00,4.7,0.0,5.325,63.5,0.0,0.0,3.29,160.53,948670.0,0.0,0,-0.0999999999999996,-3.29,21.0,-16615.0,9694.0,0,0.0,0.0,5.47,182.65,0.0
2022-01-16 22:00:00,4.35,0.0,4.7,65.5,0.0,0.0,0.24,161.79,913693.0,0.0,0,-0.625,-0.24,22.0,-34977.0,28856.33333333337,0,0.0,0.0,3.29,160.53,0.0
2022-01-16 23:00:00,4.55,0.0,4.475,68.5,0.0,0.0,0.0,147.86,892302.0,0.0,0,-0.2250000000000005,0.0,23.0,-21391.0,25919.666666666628,0,0.0,0.0,0.24,161.79,0.0
2022-01-17 00:00:00,4.325,0.0,4.4,66.0,0.0,0.0,0.0,122.56,875848.0,0.0,0,-0.0749999999999992,0.0,0.0,-16454.0,18099.666666666628,0,0.0,0.0,0.0,147.86,0.0
2022-01-28 01:00:00,5.475,0.0,4.1,70.75,0.0,0.0,0.83,169.17,804840.0,0.0,0,-0.3000000000000007,-0.83,1.0,-71008.0,52823.33333333337,0,0.0,0.0,0.0,122.56,0.0
2022-01-28 02:00:00,5.225,0.0,4.3,72.5,0.0,0.0,0.83,164.42,764067.0,0.0,0,0.2000000000000001,-0.83,2.0,-40773.0,50851.33333333337,0,0.0,0.0,0.83,169.17,0.0
2022-01-28 03:00:00,5.025,0.0,4.15,74.75,0.0,0.0,0.31,159.71,750612.0,0.0,0,-0.1499999999999994,-0.31,3.0,-13455.0,22561.0,0,0.0,0.0,0.83,164.42,0.0
2022-01-28 04:00:00,4.9,0.0,4.425,74.0,0.0,0.0,0.08,180.51,739212.0,0.0,0,0.2749999999999994,-0.08,4.0,-11400.0,12085.0,0,0.0,0.0,0.31,159.71,0.0
2022-01-28 05:00:00,5.0,0.0,4.75,74.75,0.0,0.0,0.0,201.94,741058.0,0.0,0,0.3250000000000002,0.0,5.0,1846.0,2569.333333333372,0,0.0,0.0,0.08,180.51,0.0
2022-01-28 06:00:00,5.05,0.0,4.325,73.25,0.0,0.0,0.0,196.07,742257.0,0.0,0,-0.4249999999999998,0.0,6.0,1199.0,-1414.666666666628,0,0.0,0.0,0.0,201.94,0.0
2022-01-28 07:00:00,4.925,0.0,4.5,71.75,0.0,0.0,0.38,190.44,774946.0,0.0,0,0.1749999999999998,-0.38,7.0,32689.0,-22192.33333333337,0,0.0,0.0,0.0,196.07,0.0
2022-01-28 08:00:00,5.0,0.0,4.9,72.5,0.0,0.0,10.98,197.05,827644.0,0.0,0,0.4000000000000003,-10.98,8.0,52698.0,-46028.33333333337,0,0.0,0.0,0.38,190.44,0.0
2022-01-28 09:00:00,5.425,0.0,5.05,71.25,0.025,0.07,65.43,200.21,875535.0,0.0,0,0.1499999999999994,-6
2022-03-10 08:00:00,8.175,0.0,2.425,72.25,0.5,0.175,80.6,27.22,771963.0,0.0,0,-0.0250000000000003,-80.425,8.0,3328.0,-13432.666666666628,0,0.0,0.0,14.95,20.13,0.0
2022-03-10 09:00:00,12.975,0.0,1.825,58.75,1.0,0.955,153.37,26.06,675252.0,0.0,0,-0.5999999999999999,-152.415,9.0,-96711.0,63364.66666666663,0,0.0,0.0,80.6,27.22,0.0
2022-03-10 10:00:00,14.825,0.0,2.975,53.5,1.0,1.73,194.48,37.62,605268.0,0.0,0,1.15,-192.75,10.0,-69984.0,78893.0,0,0.0,0.0,153.37,26.06,0.0
2022-03-10 11:00:00,15.65,0.0,3.65,55.0,1.0,2.385,224.3,54.76,562727.0,0.0,0,0.6749999999999998,-221.915,11.0,-42541.0,51688.66666666663,1,0.0,0.0,194.48,37.62,0.0
2022-03-10 12:00:00,16.375,0.0,3.7,52.5,1.0,2.785,235.84,64.03,522251.0,0.0,0,0.0500000000000002,-233.055,12.0,-40476.0,41164.33333333337,1,0.0,0.0,224.3,54.76,0.0
2022-03-10 13:00:00,16.575,0.0,3.75,59.75,1.0,2.945,233.0,52.19,488849.0,7.8,1,0.0499999999999998,-230.055,13.0,-33402.0,35760.0,1,0.0,78000000.0,235.84,64.03,0.027350187584645257
2022-03-10 14:00:00,16.725,0.0,3.75,58.25,1.0,2.82,215.49,52.72,499353.0,15.9,1,0.0,-212.67,14.0,10504.0,4131.333333333314,1,7.8,1.0384615251479294,233.0,52.19,0.05928190594710043
2022-03-10 15:00:00,16.625,0.0,3.85,60.25,1.0,2.57,172.79,49.2,514082.0,0.4,1,0.1,-170.22,15.0,14729.0,-13320.666666666686,1,15.9,-0.974842761164511,215.49,52.72,0.0018018829668895522
2022-03-10 16:00:00,16.475,0.0,3.925,58.5,1.0,1.99,97.82,35.14,551966.0,0.0,0,0.0749999999999997,-95.83,16.0,37884.0,-30165.66666666669,0,0.4,-0.9999997500000625,172.79,49.2,0.0
2022-03-10 17:00:00,15.725,0.0,3.275,60.0,1.0,1.105,37.7,15.74,625003.0,0.0,0,-0.6499999999999999,-36.595000000000006,17.0,73037.0,-61319.33333333337,0,0.0,0.0,97.82,35.14,0.0
2022-03-10 18:00:00,14.65,0.0,2.45,65.0,0.55,0.385,6.59,23.3,697405.0,0.0,0,-0.8249999999999997,-6.205,18.0,72402.0,-72613.66666666663,0,0.0,0.0,37.7,15.74,0.0
2022-03-10 19:00:00,13.5,0.0,1.325,70.0,0.0,0.03,8.33,29.23,787727.0,0.0,0,-1.1250000000000002,-8.3,19.0,90322.0,-84348.66666666663,0,0.0,0.0,6.59,23.3,0.0
2022-03-10 20:00:00,12.875,0.0,1.85,73.0,0.0,0.0,8.26,32.05,839380.0,0.0,0,0.5250000000000001,-8.26,20.0,51653.0,-64542.66666666663,0,0.0,0.0,8.33,29.23,0.0
2022-03-10 21:00:00,12.525,0.0,1.975,74.5,0.0,0.0,5.53,35.77,830241.0,0.0,0,0.125,-5.53,21.0,-9139.0,-11125.0,0,0.0,0.0,8.26,32.05,0.0
2022-03-10 22:00:00,12.85,0.0,2.45,72.5,0.0,0.0,1.52,44.01,801541.0,0.0,0,0.4750000000000001,-1.52,22.0,-28700.0,22179.666666666628,0,0.0,0.0,5.53,35.77,0.0
2022-03-10 23:00:00,13.075,0.0,2.55,72.0,0.0,0.0,0.29,50.3,775632.0,0.0,0,0.0999999999999996,-0.29,23.0,-25909.0,26839.33333333337,0,0.0,0.0,1.52,44.01,0.0
2022-03-11 00:00:00,13.3,0.0,1.8,72.5,0.0,0.0,0.19,50.51,748610.0,0.0,0,-0.7499999999999998,-0.19,0.0,-27022.0,26651.0,0,0.0,0.0,0.29,50.3,0.0
2022-03-12 01:00:00,14.425,0.0,2.15,77.5,0.0,0.0,0.02,3.83,690671.0,0.0,0,0.3499999999999998,-0.02,1.0,-57939.0,47633.33333333337,0,0.0,0.0,0.19,50.51,0.0
2022-03-12 02:00:00,13.95,0.0,1.975,79.5,0.0,0.0,0.0,4.19,657089.0,0.0,0,-0.1749999999999998,0.0,2.0,-33582.0,41701.0,0,0.0,0.0,0.02,3.83,0.0
2022-03-12 03:00:00,13.85,0.0,2.075,80.25,0.0,0.0,0.0,3.37,642262.0,0.0,0,0.1,0.0,3.0,-14827.0,21078.666666666628,0,0.0,0.0,0.0,4.19,0.0
2022-03-12 04:00:00,13.575,0.0,1.8,80.25,0.0,0.0,0.02,4.97,636385.0,0.0,0,-0.2750000000000001,-0.02,4.0,-5877.0,8860.333333333372,0,0.0,0.0,0.0,3.37,0.0
2022-03-12 05:00:00,13.225,0.0,1.825,81.0,0.0,0.0,0.02,10.21,641654.0,0.0,0,0.0249999999999999,-0.02,5.0,5269.0,-1553.666666666628,0,0.0,0.0,0.02,4.97,0.0
2022-03-12 06:00:00,13.025,0.0,1.9,82.5,0.0,0.0,0.16,19.56,666296.0,0.0,0,0.0749999999999999,-0.16,6.0,24642.0,-18184.33333333337,0,0.0,0.0,0.02,10.21,0.0
2022-03-12 07:00:00,12.9,0.0,2.05,84.0,0.0,0.0,17.9,29.88,689998.0,0.0,0,0.1499999999999999,-17.9,7.0,23702.0,-24015.33333333337,0,0.0,0.0,0.16,19.56,0.0
2022-03-12 08:00:00,14.15,0.0,2.125,82.75,0.55,0.26,77.87,36.31,655953.0,0.0,0,0.0750000000000001,-77.61,8.0,-34045.0,14796.0,0,0.0,0.0,17.9,29.88,0.0
2022-03-12 09:00:00,17.35,0.0,2.525,75.25,1.0,0.93,144.2,30.37,562633.0,0.0,0,0.3999999999999999,-143.26999999999998,9.0,-93320.0,73561.66666666663,0,0.0,0.0,77.87,36.31,0.0
2022-03-12 10:00:00,18.9,0.0,3.325,70.0,1.0,1.7,187.08,62.38,512278.0,0.0,0,0.8000000000000003,-185.38,10.0,-50355.0,64676.66666666663,0,0.0,0.0,144.2,30.37,0.0
2022-03-12 11:00:00,19.8,0.0,4.55,66.75,1.0,2.305,217.04,38.15,477478.0,5.5,1,1.2249999999999996,-214.735,11.0,-34800.0,39985.0,1,0.0,55000000.0,187.08,62.38,0.0215525686658754
2022-03-12 12:00:00,20.2,0.0,4.775,66.25,1.0,2.715,228.97,8.48,446506.0,66.2,1,0.2250000000000005,-226.255,12.0,-30972.0,32248.0,1,5.5,11.036363435702484,217.04,38.15,0.2787955357848829
2022-03-12 13:00:00,20.675,0.0,4.675,64.75,1.0,2.91,229.33,6.27,424774.0,98.3,1,-0.1000000000000005,-226.42,13.0,-21732.0,24812.0,1,66.2,0.4848942590862624,228.97,8.48,0.41723259744599633
2022-03-12 14:00:00,20.775,0.0,4.8,65.75,1.0,2.825,210.15,30.38,426265.0,98.8,1,0.125,-207.325,14.0,1491.0,6250.0,1,98.3,0.005086469984652625,229.33,6.27,0.41075957243971245
2022-03-12 15:00:00,20.2,0.0,4.975,69.75,1.0,2.535,163.06,95.27,443034.0,72.3,1,0.1749999999999998,-160.525,15.0,16769.0,-11676.333333333314,1,98.8,-0.26821862321030504,210.15,30.38,0.2798745789184862
2022-03-12 16:00:00,19.875,0.0,5.15,68.25,1.0,2.005,87.45,132.65,481908.0,20.1,1,0.1750000000000007,-85.44500000000001,16.0,38874.0,-31505.66666666669,1,72.3,-0.721991700246208,163.06,95.27,0.09132212626473324
2022-03-12 17:00:00,18.8,0.0,4.25,75.25,0.7,1.195,39.65,116.88,565874.0,0.0,0,-0.9000000000000004,-38.455,17.0,83966.0,-68935.33333333331,0,20.1,-0.9999999950248756,87.45,132.65,0.0
2022-03-12 18:00:00,17.75,0.0,3.775,81.75,0.65,0.575,6.12,134.45,624693.0,0.0,0,-0.4750000000000001,-5.545,18.0,58819.0,-67201.33333333337,0,0.0,0.0,39.65,116.88,0.0
2022-03-12 19:00:00,16.925,0.0,3.6,86.0,0.025,0.055,8.33,120.77,698452.0,0.0,0,-0.1749999999999998,-8.275,19.0,73759.0,-68779.0,0,0.0,0.0,6.12,134.45,0.0
2022-03-12 20:00:00,16.875,0.0,3.975,85.25,0.0,0.0,8.21,118.57,728402.0,0.0,0,0.375,-8.21,20.0,29950.0,-44553.0,0,0.0,0.0,8.33,120.77,0.0
2022-03-12 21:00:00,16.775,0.0,3.65,85.25,0.0,0.0,5.6,106.71,717573.0,0.0,0,-0.3250000000000002,-5.6,21.0,-10829.0,-2764.0,0,0.0,0.0,8.21,118.57,0.0
2022-03-12 22:00:00,16.65,0.0,3.05,84.75,0.0,0.0,1.51,98.86,702122.0,0.0,0,-0.6000000000000001,-1.51,22.0,-15451.0,13910.333333333372,0,0.0,0.0,5.6,106.71,0.0
2022-03-12 23:00:00,16.833,0.0,1.867,82.667,0.0,0.0,0.28,93.85,683565.0,0.0,0,-1.1829999999999998,-0.28,23.0,-18557.0,17521.666666666628,0,0.0,0.0,1.51,98.86,0.0
2022-03-13 00:00:00,17.033,0.0,1.9,82.333,0.0,0.0,0.19,121.55,667091.0,0.0,0,0.0329999999999999,-0.19,0.0,-16474.0,17168.333333333372,0,0.0,0.0,0.28,93.85,0.0
2022-03-26 01:00:00,18.075,0.0,9.375,92.75,0.0,0.0,0.04,133.1,664640.0,0.0,0,7.475,-0.04,1.0,-2451.0,7125.333333333372,0,0.0,0.0,0.19,121.55,0.0
2022-03-26 02:00:00,17.75,0.0,8.4,94.25,0.0,0.0,0.0,140.74,626973.0,0.0,0,-0.9749999999999996,0.0,2.0,-37667.0,25928.33333333337,0,0.0,0.0,0.04,133.1,0.0
2022-03-26 03:00:00,17.175,12.125,6.825,94.25,0.0,0.0,0.0,127.24,603324.0,0.0,0,-1.5750000000000002,0.0,3.0,-23649.0,28321.666666666628,0,0.0,0.0,0.0,140.74,0.0
2022-03-26 04:00:00,16.35,0.0,7.325,94.5,0.0,0.0,0.02,84.15,602009.0,0.0,0,0.5,-0.02,4.0,-1315.0,8759.666666666628,0,0.0,0.0,0.0,127.24,0.0
2022-03-26 05:00:00,15.2,0.0,7.05,96.75,0.0,0.0,0.03,73.99,603027.0,0.0,0,-0.2750000000000003,-0.03,5.0,1018.0,-240.3333333333721,0,0.0,0.0,0.02,84.15,0.0
2022-03-26 06:00:00,14.275,1.85,5.525,96.75,0.0,0.0,0.51,69.52,623262.0,0.0,0,-1.5249999999999997,-0.51,6.0,20235.0,-13829.333333333372,0,0.0,0.0,0.03,73.99,0.0
2022-03-26 07:00:00,14.075,0.0,5.625,90.0,0.0,0.0,3.89,91.41,641700.0,0.0,0,0.0999999999999996,-3.89,7.0,18438.0,-19037.0,0,0.0,0.0,0.51,69.52,0.0
2022-03-26 08:00:00,12.8,0.0,7.075,93.25,0.0,0.0,15.75,104.26,646770.0,0.0,0,1.4500000000000002,-15.75,8.0,5070.0,-9526.0,0,0.0,0.0,3.89,91.41,0.0
2022-03-26 09:00:00,12.35,0.0,6.25,90.5,0.0,0.02,43.3,120.75,660161.0,0.0,0,-0.8250000000000002,-43.28,9.0,13391.0,-10617.333333333372,0,0.0,0.0,15.75,104.26,0.0
2022-03-26 10:00:00,12.15,0.0,7.525,90.5,0.0,0.12,60.71,178.74,655800.0,0.0,0,1.2750000000000004,-60.59,10.0,-4361.0,-1556.333333333372,0,0.0,0.0,43.3,120.75,0.0
2022-03-26 11:00:00,11.675,0.0,9.5,87.75,0.2,0.135,71.07,184.33,668018.0,0.0,0,1.975,-70.93499999999999,11.0,12218.0,-6691.666666666628,0,0.0,0.0,60.71,178.74,0.0
2022-03-26 12:00:00,12.575,0.0,8.675,84.0,0.25,0.39,111.1,187.21,653442.0,0.0,0,-0.8249999999999993,-110.71,12.0,-14576.0,5644.666666666628,0,0.0,0.0,71.07,184.33,0.0
2022-03-26 13:00:00,12.875,0.0,8.475,84.25,0.275,0.425,105.88,175.82,612997.0,15.3,1,-0.200000000000001,-105.455,13.0,-40445.0,31822.0,0,0.0,153000000.0,111.1,187.21,0.05431309902225307
2022-03-26 14:00:00,12.4,0.0,8.175,85.0,0.375,0.315,70.58,205.36,620164.0,22.2,1,-0.2999999999999989,-70.265,14.0,7167.0,8703.666666666628,0,15.3,0.4509803892092784,105.88,175.82,0.08045227220393843
2022-03-26 15:00:00,12.2,0.1,9.4,85.0,0.325,0.26,60.23,215.56,642040.0,0.0,0,1.2249999999999996,-59.97,15.0,21876.0,-16973.0,0,22.2,-0.9999999954954955,70.58,205.36,0.0
2022-03-26 16:00:00,12.2,0.0,8.225,81.5,0.3,0.41,47.97,205.36,640975.0,0.0,0,-1.1750000000000007,-47.56,16.0,-1065.0,-6582.0,0,0.0,0.0,60.23,215.56,0.0
2022-03-26 17:00:00,12.025,0.0,8.15,78.25,0.35,0.39,26.02,217.14,655669.0,0.0,0,-0.0749999999999992,-25.63,17.0,14694.0,-9441.0,0,0.0,0.0,47.97,205.36,0.0
2022-03-26 18:00:00,11.45,0.0,7.1,78.5,0.15,0.12,2.78,229.51,697734.0,0.0,0,-1.0500000000000007,-2.66,18.0,42065.0,-32941.33333333337,0,0.0,0.0,26.02,217.14,0.0
2022-03-26 19:00:00,10.875,0.0,6.75,79.25,0.0,0.01,2.14,226.71,763270.0,0.0,0,-0.3499999999999996,-2.1300000000000003,19.0,65536.0,-57712.33333333337,0,0.0,0.0,2.78,229.51,0.0
2022-03-26 20:00:00,11.025,0.0,5.375,75.75,0.0,0.0,0.65,198.54,801302.0,0.0,0,-1.375,-0.65,20.0,38032.0,-47200.0,0,0.0,0.0,2.14,226.71,0.0
2022-03-26 21:00:00,10.9,0.0,5.725,75.25,0.0,0.0,0.52,203.89,789386.0,0.0,0,0.3499999999999996,-0.52,21.0,-11916.0,-4733.333333333372,0,0.0,0.0,0.65,198.54,0.0
2022-03-26 22:00:00,10.575,0.0,5.4,74.75,0.0,0.0,0.02,201.28,774773.0,0.0,0,-0.3249999999999993,-0.02,22.0,-14613.0,13714.0,0,0.0,0.0,0.52,203.89,0.0
2022-03-26 23:00:00,10.375,0.0,6.2,73.5,0.0,0.0,0.0,191.42,765805.0,0.0,0,0.7999999999999998,0.0,23.0,-8968.0,10849.666666666628,0,0.0,0.0,0.02,201.28,0.0
2022-03-27 00:00:00,10.3,0.0,5.8,71.0,0.0,0.0,0.0,185.06,759078.0,0.0,0,-0.4000000000000003,0.0,0.0,-6727.0,7474.0,0,0.0,0.0,0.0,191.42,0.0
2022-03-27 01:00:00,10.675,0.0,6.25,64.25,0.0,0.0,0.01,188.72,719383.0,0.0,0,0.4500000000000002,-0.01,1.0,-39695.0,28705.666666666628,0,0.0,0.0,0.0,185.06,0.0
2022-03-27 02:00:00,10.525,0.0,6.075,63.75,0.0,0.0,0.0,181.57,688120.0,0.0,0,-0.1749999999999998,0.0,2.0,-31263.0,34073.66666666663,0,0.0,0.0,0.01,188.72,0.0
2022-03-27 03:00:00,10.275,0.0,6.2,64.25,0.0,0.0,0.0,144.55,677020.0,0.0,0,0.125,0.0,3.0,-11100.0,17821.0,0,0.0,0.0,0.0,181.57,0.0
2022-03-27 04:00:00,10.2,0.0,4.4,62.75,0.0,0.0,0.0,128.91,663592.0,0.0,0,-1.7999999999999998,0.0,4.0,-13428.0,12652.0,0,0.0,0.0,0.0,144.55,0.0
2022-03-27 05:00:00,10.775,0.0,3.775,54.75,0.0,0.0,0.0,142.9,657806.0,0.0,0,-0.6250000000000004,0.0,5.0,-5786.0,8333.333333333372,0,0.0,0.0,0.0,128.91,0.0
2022-03-27 06:00:00,11.025,0.0,3.5,51.5,0.0,0.0,1.71,99.96,673055.0,0.0,0,-0.2749999999999999,-1.71,6.0,15249.0,-8237.333333333372,0,0.0,0.0,0.0,142.9,0.0
2022-03-27 07:00:00,11.05,0.0,3.375,51.0,0.025,0.015,24.2,73.82,686855.0,0.0,0,-0.125,-24.185,7.0,13800.0,-14283.0,0,0.0,0.0,1.71,99.96,0.0
2022-03-27 08:00:00,12.525,0.0,2.525,44.25,0.175,0.255,75.56,78.91,624194.0,0.0,0,-0.8500000000000001,-75.305,8.0,-62661.0,37174.0,0,0.0,0.0,24.2,73.82,0.0
2022-03-27 09:00:00,13.85,0.0,2.925,44.0,0.7,0.985,135.8,57.84,548955.0,0.0,0,0.3999999999999999,-134.815,9.0,-75239.0,71046.33333333337,0,0.0,0.0,75.56,78.91,0.0
2022-03-27 10:00:00,15.075,0.0,2.775,39.5,1.0,1.675,199.61,19.08,500590.0,0.0,0,-0.1499999999999999,-197.935,10.0,-48365.0,57323.0,0,0.0,0.0,135.8,57.84,0.0
2022-03-27 11:00:00,16.225,0.0,2.875,34.75,1.0,2.66,201.32,3.58,427719.0,0.0,0,0.1,-198.66,11.0,-72871.0,64702.333333333314,1,0.0,0.0,199.61,19.08,0.0
2022-03-27 12:00:00,16.975,0.0,3.575,36.5,1.0,2.995,192.55,3.81,397725.0,79.7,1,0.7000000000000002,-189.555,12.0,-29994.0,44286.333333333314,1,0.0,797000000.0000001,201.32,3.58,0.4058871458515547
2022-03-27 13:00:00,17.625,0.0,3.875,37.75,1.0,3.25,172.01,3.14,402772.0,79.7,1,0.2999999999999998,-168.76,13.0,5047.0,6633.333333333314,1,79.7,0.0,192.55,3.81,0.4550385381358616
2022-03-27 14:00:00,17.7,0.0,3.95,37.5,1.0,3.25,194.78,5.35,413486.0,79.7,1,0.0750000000000001,-191.53,14.0,10714.0,-8825.0,1,79.7,0.0,172.01,3.14,0.3982411430578918
2022-03-27 15:00:00,17.95,0.0,4.6,35.75,1.0,2.805,168.44,32.2,417539.0,0.0,0,0.6499999999999995,-165.635,15.0,4053.0,-6273.333333333314,1,79.7,-0.9999999987452949,194.78,5.35,0.0
2022-03-27 16:00:00,17.25,0.0,5.85,38.0,1.0,2.18,114.42,92.79,453555.0,0.0,0,1.25,-112.24,16.0,36016.0,-25361.66666666669,1,0.0,0.0,168.44,32.2,0.0
2022-03-27 17:00:00,15.025,0.0,5.775,51.75,0.825,1.415,40.21,95.51,524644.0,0.0,0,-0.0749999999999992,-38.795,17.0,71089.0,-59398.0,1,0.0,0.0,114.42,92.79,0.0
2022-03-27 18:00:00,13.175,0.0,5.275,64.5,0.325,0.395,6.88,134.0,627016.0,0.0,0,-0.5,-6.484999999999999,18.0,102372.0,-91944.33333333336,0,0.0,0.0,40.21,95.51,0.0
2022-03-27 19:00:00,11.75,0.0,4.875,69.5,0.0,0.02,8.23,167.94,721173.0,0.0,0,-0.4000000000000003,-8.21,19.0,94157.0,-96895.33333333336,0,0.0,0.0,6.88,134.0,0.0
2022-03-27 20:00:00,11.35,0.0,5.025,65.75,0.0,0.0,8.11,157.31,786312.0,0.0,0,0.1500000000000003,-8.11,20.0,65139.0,-74811.66666666663,0,0.0,0.0,8.23,167.94,0.0
2022-03-27 21:00:00,10.7,0.0,5.025,61.75,0.0,0.0,5.59,147.21,798113.0,0.0,0,0.0,-5.59,21.0,11801.0,-29580.33333333337,0,0.0,0.0,8.11,157.31,0.0
2022-03-27 22:00:00,10.1,0.0,4.775,52.5,0.0,0.0,1.5,166.08,792744.0,0.0,0,-0.25,-1.5,22.0,-5369.0,-354.33333333337214,0,0.0,0.0,5.59,147.21,0.0
2022-03-27 23:00:00,9.55,0.0,4.5,49.5,0.0,0.0,0.28,179.87,780886.0,0.0,0,-0.2750000000000003,-0.28,23.0,-11858.0,9695.0,0,0.0,0.0,1.5,166.08,0.0
2022-03-28 00:00:00,9.05,0.0,4.85,45.25,0.0,0.0,0.19,148.34,764620.0,0.0,0,0.3499999999999996,-0.19,0.0,-16266.0,14796.666666666628,0,0.0,0.0,0.28,179.87,0.0
2022-03-29 01:00:00,10.45,0.0,2.425,64.5,0.0,0.0,0.25,17.25,753891.0,0.0,0,-2.425,-0.25,1.0,-10729.0,12574.666666666628,0,0.0,0.0,0.19,148.34,0.0
2022-03-29 02:00:00,10.425,0.0,2.075,65.75,0.0,0.0,0.25,13.85,723375.0,0.0,0,-0.3499999999999996,-0.25,2.0,-30516.0,23920.33333333337,0,0.0,0.0,0.25,17.25,0.0
2022-03-29 03:00:00,10.1,0.0,1.7,65.75,0.0,0.0,0.25,12.82,700396.0,0.0,0,-0.3750000000000002,-0.25,3.0,-22979.0,25491.33333333337,0,0.0,0.0,0.25,13.85,0.0
2022-03-29 04:00:00,10.075,0.0,2.225,67.25,0.0,0.0,0.22,21.8,694128.0,0.0,0,0.5250000000000001,-0.22,4.0,-6268.0,11838.333333333372,0,0.0,0.0,0.25,12.82,0.0
